Season,Year,Tow_Number,Region,Stratum,Common_Name,Length,Unit_of_Length,Frequency,Sex
Fall,2012,4,1,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2012,19,1,1,Crab Atlantic Rock,2,CM,1,Male
Fall,2012,26,2,1,Crab Atlantic Rock,5,CM,2.5,Male
Fall,2012,33,2,2,Crab Atlantic Rock,6,CM,1,Female
Fall,2012,36,2,2,Crab Atlantic Rock,6,CM,1.5384615384615383,Male
Fall,2012,48,3,2,Crab Atlantic Rock,8,CM,2.8571428571428568,Male
Fall,2012,49,3,2,Crab Atlantic Rock,9,CM,1,Female
Fall,2012,49,3,2,Crab Atlantic Rock,8,CM,1,Male
Fall,2012,49,3,2,Crab Atlantic Rock,8,CM,1,Female
Fall,2012,49,3,2,Crab Atlantic Rock,7,CM,1,Female
Fall,2012,49,3,2,Crab Atlantic Rock,10,CM,1,Female
Fall,2012,50,3,1,Crab Atlantic Rock,8,CM,4,Female
Fall,2012,50,3,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2012,51,3,1,Crab Atlantic Rock,6,CM,1.3333333333333333,Male
Fall,2012,51,3,1,Crab Atlantic Rock,7,CM,2.6666666666666665,Male
Fall,2012,51,3,1,Crab Atlantic Rock,8,CM,5.333333333333333,Male
Fall,2012,51,3,1,Crab Atlantic Rock,9,CM,10.666666666666666,Male
Fall,2012,51,3,1,Crab Atlantic Rock,10,CM,10.666666666666666,Male
Fall,2012,51,3,1,Crab Atlantic Rock,11,CM,10.666666666666666,Male
Fall,2012,51,3,1,Crab Atlantic Rock,12,CM,2.6666666666666665,Male
Fall,2012,51,3,1,Crab Atlantic Rock,13,CM,1.3333333333333333,Male
Fall,2012,51,3,1,Crab Atlantic Rock,6,CM,1.3333333333333333,Female
Fall,2012,51,3,1,Crab Atlantic Rock,7,CM,24,Female
Fall,2012,51,3,1,Crab Atlantic Rock,8,CM,32,Female
Fall,2012,51,3,1,Crab Atlantic Rock,9,CM,21.333333333333332,Female
Fall,2012,51,3,1,Crab Atlantic Rock,10,CM,8,Female
Fall,2012,52,3,1,Crab Atlantic Rock,7,CM,1.25,Female
Fall,2012,53,3,1,Crab Atlantic Rock,5,CM,2,Male
Fall,2012,53,3,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2012,61,3,1,Crab Atlantic Rock,8,CM,1.6666666666666665,Female
Fall,2012,62,4,1,Crab Atlantic Rock,8,CM,1.6666666666666665,Female
Fall,2012,62,4,1,Crab Atlantic Rock,9,CM,5,Female
Fall,2012,62,4,1,Crab Atlantic Rock,7,CM,1.6666666666666665,Female
Fall,2012,63,4,2,Crab Atlantic Rock,7,CM,1.1764705882352942,Male
Fall,2012,63,4,2,Crab Atlantic Rock,8,CM,5.882352941176471,Male
Fall,2012,63,4,2,Crab Atlantic Rock,9,CM,2.3529411764705883,Male
Fall,2012,63,4,2,Crab Atlantic Rock,10,CM,1.1764705882352942,Male
Fall,2012,63,4,2,Crab Atlantic Rock,11,CM,2.3529411764705883,Male
Fall,2012,63,4,2,Crab Atlantic Rock,7,CM,2.3529411764705883,Female
Fall,2012,63,4,2,Crab Atlantic Rock,8,CM,7.0588235294117645,Female
Fall,2012,63,4,2,Crab Atlantic Rock,9,CM,2.3529411764705883,Female
Fall,2012,63,4,2,Crab Atlantic Rock,10,CM,2.3529411764705883,Female
Fall,2012,65,4,1,Crab Atlantic Rock,7,CM,2,Male
Fall,2012,65,4,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2012,65,4,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2012,65,4,1,Crab Atlantic Rock,8,CM,2,Female
Fall,2012,66,4,1,Crab Atlantic Rock,7,CM,1.1111111111111112,Female
Fall,2012,66,4,1,Crab Atlantic Rock,11,CM,2.2222222222222223,Male
Fall,2012,66,4,1,Crab Atlantic Rock,10,CM,2.2222222222222223,Male
Fall,2012,66,4,1,Crab Atlantic Rock,9,CM,1.1111111111111112,Male
Fall,2012,79,4,2,Crab Atlantic Rock,10,CM,1,Male
Fall,2012,80,4,2,Crab Atlantic Rock,9,CM,1,Male
Fall,2012,80,4,2,Crab Atlantic Rock,9,CM,1,Female
Fall,2012,81,4,1,Crab Atlantic Rock,9,CM,1.1111111111111112,Female
Fall,2012,84,5,1,Crab Atlantic Rock,12,CM,1.3333333333333333,Male
Fall,2012,84,5,1,Crab Atlantic Rock,13,CM,1.3333333333333333,Male
Fall,2012,84,5,1,Crab Atlantic Rock,16,CM,1.3333333333333333,Female
Fall,2012,84,5,1,Crab Atlantic Rock,19,CM,1.3333333333333333,Male
Fall,2012,88,5,3,Crab Atlantic Rock,5,CM,1,Male
Fall,2012,96,5,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2012,96,5,1,Crab Atlantic Rock,7,CM,1,Male
Fall,2012,96,5,1,Crab Atlantic Rock,3,CM,1,Male
Fall,2012,97,5,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Female
Fall,2012,98,5,3,Crab Atlantic Rock,3,CM,1.5384615384615383,Male
Fall,2012,98,5,3,Crab Atlantic Rock,8,CM,1.5384615384615383,Male
Fall,2012,98,5,3,Crab Atlantic Rock,8,CM,1.5384615384615383,Female
Fall,2012,98,5,3,Crab Atlantic Rock,12,CM,1.5384615384615383,Male
Fall,2012,98,5,3,Crab Atlantic Rock,6,CM,1.5384615384615383,Female
Fall,2012,98,5,3,Crab Atlantic Rock,3,CM,1.5384615384615383,Female
Fall,2012,99,5,3,Crab Atlantic Rock,11,CM,1.1111111111111112,Male
Fall,2013,1,1,2,Crab Atlantic Rock,10,CM,1,Male
Fall,2013,1,1,2,Crab Atlantic Rock,9,CM,2,Female
Fall,2013,2,1,2,Crab Atlantic Rock,9,CM,1,Female
Fall,2013,21,1,1,Crab Atlantic Rock,4,CM,1,Male
Fall,2013,21,1,1,Crab Atlantic Rock,6,CM,1,Female
Fall,2013,22,1,1,Crab Atlantic Rock,7,CM,1.1111111111111112,Male
Fall,2013,26,2,4,Crab Atlantic Rock,8,CM,1,Male
Fall,2013,26,2,4,Crab Atlantic Rock,4,CM,1,Male
Fall,2013,26,2,4,Crab Atlantic Rock,2,CM,1,Male
Fall,2013,39,2,4,Crab Atlantic Rock,5,CM,1,Female
Fall,2013,52,3,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Male
Fall,2013,52,3,1,Crab Atlantic Rock,9,CM,1.3333333333333333,Female
Fall,2013,52,3,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Female
Fall,2013,53,3,1,Crab Atlantic Rock,9,CM,2,Female
Fall,2013,53,3,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2013,53,3,1,Crab Atlantic Rock,8,CM,2,Female
Fall,2013,59,3,4,Crab Atlantic Rock,5,CM,1.1111111111111112,Male
Fall,2013,63,3,4,Crab Atlantic Rock,4,CM,1.25,Female
Fall,2013,67,4,4,Crab Atlantic Rock,7,CM,1,Male
Fall,2013,70,4,1,Crab Atlantic Rock,8,CM,4.444444444444445,Female
Fall,2013,70,4,1,Crab Atlantic Rock,11,CM,1.1111111111111112,Male
Fall,2013,70,4,1,Crab Atlantic Rock,9,CM,4.444444444444445,Male
Fall,2013,70,4,1,Crab Atlantic Rock,7,CM,1.1111111111111112,Female
Fall,2013,70,4,1,Crab Atlantic Rock,10,CM,5.555555555555555,Male
Fall,2013,70,4,1,Crab Atlantic Rock,12,CM,1.1111111111111112,Male
Fall,2013,70,4,1,Crab Atlantic Rock,6,CM,1.1111111111111112,Male
Fall,2013,71,4,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2013,71,4,1,Crab Atlantic Rock,9,CM,2,Male
Fall,2013,71,4,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2013,71,4,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2013,72,4,1,Crab Atlantic Rock,5,CM,1.3636363636363635,Male
Fall,2013,83,4,1,Crab Atlantic Rock,8,CM,1.1764705882352942,Male
Fall,2013,84,4,1,Crab Atlantic Rock,5,CM,1,Male
Fall,2013,92,5,3,Crab Atlantic Rock,11,CM,1.5384615384615383,Male
Fall,2013,93,5,4,Crab Atlantic Rock,9,CM,1,Male
Fall,2013,94,5,4,Crab Atlantic Rock,5,CM,1,Female
Fall,2013,94,5,4,Crab Atlantic Rock,6,CM,1,Female
Fall,2013,94,5,4,Crab Atlantic Rock,7,CM,1,Male
Fall,2013,95,5,3,Crab Atlantic Rock,6,CM,1.25,Male
Fall,2013,95,5,3,Crab Atlantic Rock,9,CM,3.75,Female
Fall,2013,95,5,3,Crab Atlantic Rock,8,CM,3.75,Female
Fall,2013,95,5,3,Crab Atlantic Rock,8,CM,1.25,Male
Fall,2013,95,5,3,Crab Atlantic Rock,7,CM,2.5,Female
Fall,2013,95,5,3,Crab Atlantic Rock,10,CM,1.25,Male
Fall,2013,95,5,3,Crab Atlantic Rock,10,CM,3.75,Female
Fall,2013,96,5,1,Crab Atlantic Rock,7,CM,2,Male
Fall,2013,96,5,1,Crab Atlantic Rock,7,CM,2,Female
Fall,2013,96,5,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2013,96,5,1,Crab Atlantic Rock,3,CM,1,Male
Fall,2013,96,5,1,Crab Atlantic Rock,4,CM,2,Male
Fall,2013,96,5,1,Crab Atlantic Rock,8,CM,3,Female
Fall,2013,96,5,1,Crab Atlantic Rock,2,CM,5,Male
Fall,2013,96,5,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2013,96,5,1,Crab Atlantic Rock,10,CM,2,Female
Fall,2013,96,5,1,Crab Atlantic Rock,6,CM,2,Female
Fall,2014,22,1,1,Crab Atlantic Rock,3,CM,2,Female
Fall,2014,22,1,1,Crab Atlantic Rock,5,CM,1,Male
Fall,2014,22,1,1,Crab Atlantic Rock,2,CM,2,Female
Fall,2014,22,1,1,Crab Atlantic Rock,6,CM,1,Male
Fall,2014,22,1,1,Crab Atlantic Rock,2,CM,1,Male
Fall,2014,22,1,1,Crab Atlantic Rock,3,CM,1,Male
Fall,2014,22,1,1,Crab Atlantic Rock,4,CM,3,Male
Fall,2014,23,2,1,Crab Atlantic Rock,7,CM,1.1111111111111112,Female
Fall,2014,23,2,1,Crab Atlantic Rock,4,CM,1.1111111111111112,Male
Fall,2014,23,2,1,Crab Atlantic Rock,8,CM,1.1111111111111112,Female
Fall,2014,23,2,1,Crab Atlantic Rock,11,CM,1.1111111111111112,Male
Fall,2014,25,2,2,Crab Atlantic Rock,6,CM,1.25,Female
Fall,2014,26,2,2,Crab Atlantic Rock,9,CM,1,Female
Fall,2014,45,3,2,Crab Atlantic Rock,9,CM,1.0526315789473684,Female
Fall,2014,45,3,2,Crab Atlantic Rock,6,CM,1.0526315789473684,Female
Fall,2014,45,3,2,Crab Atlantic Rock,7,CM,3.1578947368421053,Male
Fall,2014,45,3,2,Crab Atlantic Rock,7,CM,1.0526315789473684,Female
Fall,2014,45,3,2,Crab Atlantic Rock,9,CM,1.0526315789473684,Male
Fall,2014,45,3,2,Crab Atlantic Rock,8,CM,1.0526315789473684,Male
Fall,2014,46,3,1,Crab Atlantic Rock,8,CM,2,Female
Fall,2014,46,3,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2014,47,3,1,Crab Atlantic Rock,8,CM,2.2222222222222223,Female
Fall,2014,47,3,1,Crab Atlantic Rock,11,CM,2.2222222222222223,Male
Fall,2014,47,3,1,Crab Atlantic Rock,10,CM,1.1111111111111112,Male
Fall,2014,47,3,1,Crab Atlantic Rock,9,CM,2.2222222222222223,Female
Fall,2014,47,3,1,Crab Atlantic Rock,12,CM,1.1111111111111112,Male
Fall,2014,48,3,2,Crab Atlantic Rock,8,CM,1,Female
Fall,2014,48,3,2,Crab Atlantic Rock,7,CM,1,Male
Fall,2014,48,3,2,Crab Atlantic Rock,9,CM,1,Male
Fall,2014,49,3,2,Crab Atlantic Rock,8,CM,1,Female
Fall,2014,49,3,2,Crab Atlantic Rock,9,CM,2,Female
Fall,2014,69,4,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2014,71,4,2,Crab Atlantic Rock,11,CM,0.9523809523809524,Male
Fall,2014,71,4,2,Crab Atlantic Rock,6,CM,0.9523809523809524,Female
Fall,2014,71,4,2,Crab Atlantic Rock,10,CM,0.9523809523809524,Male
Fall,2014,74,4,2,Crab Atlantic Rock,11,CM,5.7142857142857135,Male
Fall,2014,74,4,2,Crab Atlantic Rock,9,CM,5.7142857142857135,Male
Fall,2014,74,4,2,Crab Atlantic Rock,12,CM,1.4285714285714284,Male
Fall,2014,74,4,2,Crab Atlantic Rock,10,CM,4.285714285714285,Male
Fall,2014,74,4,2,Crab Atlantic Rock,8,CM,1.4285714285714284,Male
Fall,2014,74,4,2,Crab Atlantic Rock,8,CM,1.4285714285714284,Female
Fall,2014,74,4,2,Crab Atlantic Rock,9,CM,2.8571428571428568,Female
Fall,2014,75,4,1,Crab Atlantic Rock,9,CM,1,Male
Fall,2014,75,4,1,Crab Atlantic Rock,5,CM,2,Male
Fall,2014,76,4,2,Crab Atlantic Rock,9,CM,1,Female
Fall,2014,85,5,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2014,85,5,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2014,89,5,3,Crab Atlantic Rock,7,CM,1.1764705882352942,Female
Fall,2014,89,5,3,Crab Atlantic Rock,9,CM,1.1764705882352942,Male
Fall,2014,92,5,2,Crab Atlantic Rock,3,CM,1.5384615384615383,Male
Fall,2014,92,5,2,Crab Atlantic Rock,9,CM,1.5384615384615383,Male
Fall,2015,5,1,1,Crab Atlantic Rock,10,CM,1.1111111111111112,Male
Fall,2015,5,1,1,Crab Atlantic Rock,13,CM,1.1111111111111112,Male
Fall,2015,17,1,2,Crab Atlantic Rock,11,CM,1.5384615384615383,Female
Fall,2015,17,1,2,Crab Atlantic Rock,12,CM,1.5384615384615383,Male
Fall,2015,18,1,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,19,1,1,Crab Atlantic Rock,12,CM,1.1111111111111112,Male
Fall,2015,19,1,1,Crab Atlantic Rock,3,CM,2.2222222222222223,Female
Fall,2015,19,1,1,Crab Atlantic Rock,9,CM,1.1111111111111112,Female
Fall,2015,20,2,1,Crab Atlantic Rock,3,CM,2.8189987163029526,Male
Fall,2015,20,2,1,Crab Atlantic Rock,7,CM,18.323491655969192,Female
Fall,2015,20,2,1,Crab Atlantic Rock,6,CM,5.637997432605905,Male
Fall,2015,20,2,1,Crab Atlantic Rock,11,CM,2.8189987163029526,Male
Fall,2015,20,2,1,Crab Atlantic Rock,8,CM,25.370988446726574,Male
Fall,2015,20,2,1,Crab Atlantic Rock,9,CM,16.913992297817714,Male
Fall,2015,20,2,1,Crab Atlantic Rock,9,CM,12.685494223363287,Female
Fall,2015,20,2,1,Crab Atlantic Rock,6,CM,8.456996148908857,Female
Fall,2015,20,2,1,Crab Atlantic Rock,3,CM,1.4094993581514763,Female
Fall,2015,20,2,1,Crab Atlantic Rock,7,CM,26.78048780487805,Male
Fall,2015,20,2,1,Crab Atlantic Rock,5,CM,2.8189987163029526,Female
Fall,2015,20,2,1,Crab Atlantic Rock,8,CM,19.732991014120667,Female
Fall,2015,20,2,1,Crab Atlantic Rock,10,CM,5.637997432605905,Male
Fall,2015,30,2,1,Crab Atlantic Rock,9,CM,1.3333333333333333,Female
Fall,2015,30,2,1,Crab Atlantic Rock,11,CM,1.3333333333333333,Male
Fall,2015,31,2,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2015,31,2,1,Crab Atlantic Rock,6,CM,1,Female
Fall,2015,31,2,1,Crab Atlantic Rock,3,CM,3,Male
Fall,2015,31,2,1,Crab Atlantic Rock,4,CM,1,Female
Fall,2015,39,3,2,Crab Atlantic Rock,4,CM,1,Female
Fall,2015,40,3,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2015,40,3,1,Crab Atlantic Rock,3,CM,1,Female
Fall,2015,42,3,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,42,3,1,Crab Atlantic Rock,9,CM,1,Male
Fall,2015,42,3,1,Crab Atlantic Rock,13,CM,1,Male
Fall,2015,42,3,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2015,42,3,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2015,42,3,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2015,42,3,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2015,43,3,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Male
Fall,2015,43,3,1,Crab Atlantic Rock,9,CM,1.3333333333333333,Female
Fall,2015,43,3,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Female
Fall,2015,43,3,1,Crab Atlantic Rock,11,CM,1.3333333333333333,Male
Fall,2015,43,3,1,Crab Atlantic Rock,7,CM,1.3333333333333333,Female
Fall,2015,44,3,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Male
Fall,2015,44,3,1,Crab Atlantic Rock,3,CM,5.333333333333333,Male
Fall,2015,44,3,1,Crab Atlantic Rock,4,CM,1.3333333333333333,Female
Fall,2015,44,3,1,Crab Atlantic Rock,5,CM,4,Female
Fall,2015,44,3,1,Crab Atlantic Rock,5,CM,1.3333333333333333,Male
Fall,2015,44,3,1,Crab Atlantic Rock,4,CM,2.6666666666666665,Male
Fall,2015,44,3,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Female
Fall,2015,44,3,1,Crab Atlantic Rock,7,CM,8,Female
Fall,2015,44,3,1,Crab Atlantic Rock,6,CM,14.666666666666666,Female
Fall,2015,45,3,1,Crab Atlantic Rock,11,CM,1.1111111111111112,Male
Fall,2015,53,3,2,Crab Atlantic Rock,6,CM,1.5384615384615383,Female
Fall,2015,53,3,2,Crab Atlantic Rock,13,CM,1.5384615384615383,Male
Fall,2015,53,3,2,Crab Atlantic Rock,10,CM,1.5384615384615383,Female
Fall,2015,53,3,2,Crab Atlantic Rock,7,CM,1.5384615384615383,Female
Fall,2015,53,3,2,Crab Atlantic Rock,10,CM,1.5384615384615383,Male
Fall,2015,53,3,2,Crab Atlantic Rock,8,CM,4.615384615384615,Female
Fall,2015,53,3,2,Crab Atlantic Rock,12,CM,1.5384615384615383,Male
Fall,2015,53,3,2,Crab Atlantic Rock,9,CM,3.0769230769230766,Male
Fall,2015,54,3,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,54,3,1,Crab Atlantic Rock,9,CM,1,Male
Fall,2015,58,4,1,Crab Atlantic Rock,10,CM,3,Male
Fall,2015,58,4,1,Crab Atlantic Rock,9,CM,2,Male
Fall,2015,59,4,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2015,59,4,1,Crab Atlantic Rock,9,CM,2,Male
Fall,2015,59,4,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2015,59,4,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,59,4,1,Crab Atlantic Rock,4,CM,1,Female
Fall,2015,59,4,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2015,60,4,1,Crab Atlantic Rock,9,CM,2,Female
Fall,2015,60,4,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,60,4,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2015,69,4,2,Crab Atlantic Rock,8,CM,2,Female
Fall,2015,69,4,2,Crab Atlantic Rock,12,CM,2,Male
Fall,2015,69,4,2,Crab Atlantic Rock,9,CM,1,Male
Fall,2015,69,4,2,Crab Atlantic Rock,9,CM,3,Female
Fall,2015,69,4,2,Crab Atlantic Rock,10,CM,1,Female
Fall,2015,69,4,2,Crab Atlantic Rock,11,CM,1,Male
Fall,2015,69,4,2,Crab Atlantic Rock,8,CM,1,Male
Fall,2015,71,5,1,Crab Atlantic Rock,11,CM,1.25,Male
Fall,2015,71,5,1,Crab Atlantic Rock,9,CM,3.75,Male
Fall,2015,71,5,1,Crab Atlantic Rock,12,CM,2.5,Male
Fall,2015,71,5,1,Crab Atlantic Rock,8,CM,2.5,Female
Fall,2015,71,5,1,Crab Atlantic Rock,6,CM,1.25,Female
Fall,2015,71,5,1,Crab Atlantic Rock,7,CM,2.5,Female
Fall,2015,71,5,1,Crab Atlantic Rock,9,CM,3.75,Female
Fall,2015,71,5,1,Crab Atlantic Rock,7,CM,2.5,Male
Fall,2015,71,5,1,Crab Atlantic Rock,10,CM,6.25,Male
Fall,2015,71,5,1,Crab Atlantic Rock,8,CM,7.5,Male
Fall,2015,72,5,1,Crab Atlantic Rock,7,CM,2.6666666666666665,Male
Fall,2015,72,5,1,Crab Atlantic Rock,11,CM,1.3333333333333333,Male
Fall,2015,72,5,1,Crab Atlantic Rock,7,CM,2.6666666666666665,Female
Fall,2015,72,5,1,Crab Atlantic Rock,9,CM,4,Male
Fall,2015,72,5,1,Crab Atlantic Rock,5,CM,1.3333333333333333,Female
Fall,2015,72,5,1,Crab Atlantic Rock,14,CM,1.3333333333333333,Male
Fall,2015,72,5,1,Crab Atlantic Rock,11,CM,1.3333333333333333,Female
Fall,2015,72,5,1,Crab Atlantic Rock,13,CM,1.3333333333333333,Male
Fall,2015,72,5,1,Crab Atlantic Rock,8,CM,4,Female
Fall,2015,72,5,1,Crab Atlantic Rock,8,CM,4,Male
Fall,2015,72,5,1,Crab Atlantic Rock,10,CM,5.333333333333333,Male
Fall,2015,72,5,1,Crab Atlantic Rock,9,CM,1.3333333333333333,Female
Fall,2015,77,5,3,Crab Atlantic Rock,9,CM,1.1764705882352942,Female
Fall,2015,77,5,3,Crab Atlantic Rock,9,CM,1.1764705882352942,Male
Fall,2015,77,5,3,Crab Atlantic Rock,10,CM,1.1764705882352942,Male
Fall,2015,80,5,2,Crab Atlantic Rock,9,CM,3.6363636363636362,Female
Fall,2015,80,5,2,Crab Atlantic Rock,15,CM,1.8181818181818181,Male
Fall,2015,80,5,2,Crab Atlantic Rock,9,CM,1.8181818181818181,Male
Fall,2016,2,1,2,Crab Atlantic Rock,9,CM,1,Male
Fall,2016,3,1,1,Crab Atlantic Rock,10,CM,1.0526315789473684,Female
Fall,2016,4,1,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2016,4,1,1,Crab Atlantic Rock,12,CM,1,Male
Fall,2016,5,1,1,Crab Atlantic Rock,12,CM,1.1764705882352942,Male
Fall,2016,5,1,1,Crab Atlantic Rock,13,CM,1.1764705882352942,Male
Fall,2016,5,1,1,Crab Atlantic Rock,9,CM,1.1764705882352942,Male
Fall,2016,20,1,1,Crab Atlantic Rock,6,CM,1,Male
Fall,2016,20,1,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2016,21,2,3,Crab Atlantic Rock,9,CM,1.1764705882352942,Male
Fall,2016,26,2,1,Crab Atlantic Rock,9,CM,2.2222222222222223,Female
Fall,2016,26,2,1,Crab Atlantic Rock,8,CM,1.1111111111111112,Male
Fall,2016,26,2,1,Crab Atlantic Rock,8,CM,1.1111111111111112,Female
Fall,2016,26,2,1,Crab Atlantic Rock,7,CM,1.1111111111111112,Female
Fall,2016,26,2,1,Crab Atlantic Rock,6,CM,2.2222222222222223,Female
Fall,2016,27,2,1,Crab Atlantic Rock,3,CM,1.1764705882352942,Female
Fall,2016,27,2,1,Crab Atlantic Rock,7,CM,1.1764705882352942,Female
Fall,2016,27,2,1,Crab Atlantic Rock,6,CM,1.1764705882352942,Female
Fall,2016,29,2,1,Crab Atlantic Rock,3,CM,1,Male
Fall,2016,30,2,1,Crab Atlantic Rock,7,CM,1.25,Female
Fall,2016,44,3,1,Crab Atlantic Rock,9,CM,1,Male
Fall,2016,44,3,1,Crab Atlantic Rock,9,CM,4,Female
Fall,2016,44,3,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2016,44,3,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2016,44,3,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2016,45,3,1,Crab Atlantic Rock,12,CM,1,Male
Fall,2016,45,3,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2016,45,3,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2016,56,3,1,Crab Atlantic Rock,12,CM,1.1764705882352942,Male
Fall,2016,56,3,1,Crab Atlantic Rock,10,CM,1.1764705882352942,Female
Fall,2016,60,4,1,Crab Atlantic Rock,12,CM,2,Male
Fall,2016,60,4,1,Crab Atlantic Rock,10,CM,1,Female
Fall,2016,60,4,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2016,60,4,1,Crab Atlantic Rock,9,CM,1,Male
Fall,2016,61,4,1,Crab Atlantic Rock,8,CM,1,Female
Fall,2016,61,4,1,Crab Atlantic Rock,11,CM,3,Male
Fall,2016,61,4,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2016,61,4,1,Crab Atlantic Rock,9,CM,2,Female
Fall,2016,61,4,1,Crab Atlantic Rock,9,CM,2,Male
Fall,2016,61,4,1,Crab Atlantic Rock,10,CM,3,Male
Fall,2016,62,4,1,Crab Atlantic Rock,12,CM,1.25,Male
Fall,2016,62,4,1,Crab Atlantic Rock,8,CM,1.25,Female
Fall,2016,62,4,1,Crab Atlantic Rock,9,CM,1.25,Female
Fall,2016,62,4,1,Crab Atlantic Rock,7,CM,1.25,Male
Fall,2016,62,4,1,Crab Atlantic Rock,11,CM,3.75,Male
Fall,2016,62,4,1,Crab Atlantic Rock,7,CM,1.25,Female
Fall,2016,62,4,1,Crab Atlantic Rock,9,CM,3.75,Male
Fall,2016,62,4,1,Crab Atlantic Rock,10,CM,3.75,Male
Fall,2016,62,4,1,Crab Atlantic Rock,8,CM,3.75,Male
Fall,2016,77,5,1,Crab Atlantic Rock,9,CM,12,Male
Fall,2016,77,5,1,Crab Atlantic Rock,8,CM,6,Female
Fall,2016,77,5,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2016,77,5,1,Crab Atlantic Rock,8,CM,4,Male
Fall,2016,77,5,1,Crab Atlantic Rock,4,CM,1,Female
Fall,2016,77,5,1,Crab Atlantic Rock,10,CM,8,Male
Fall,2016,77,5,1,Crab Atlantic Rock,9,CM,2,Female
Fall,2016,77,5,1,Crab Atlantic Rock,4,CM,1,Male
Fall,2016,77,5,1,Crab Atlantic Rock,12,CM,1,Male
Fall,2016,77,5,1,Crab Atlantic Rock,11,CM,6,Male
Fall,2016,81,5,1,Crab Atlantic Rock,12,CM,1.3333333333333333,Male
Fall,2016,83,5,1,Crab Atlantic Rock,11,CM,2.1052631578947367,Male
Fall,2016,83,5,1,Crab Atlantic Rock,7,CM,2.1052631578947367,Female
Fall,2016,83,5,1,Crab Atlantic Rock,2,CM,3.1578947368421053,Male
Fall,2016,83,5,1,Crab Atlantic Rock,12,CM,1.0526315789473684,Male
Fall,2016,83,5,1,Crab Atlantic Rock,6,CM,5.263157894736842,Female
Fall,2016,83,5,1,Crab Atlantic Rock,1,CM,2.1052631578947367,Male
Fall,2016,83,5,1,Crab Atlantic Rock,9,CM,2.1052631578947367,Male
Fall,2016,83,5,1,Crab Atlantic Rock,10,CM,1.0526315789473684,Male
Fall,2016,83,5,1,Crab Atlantic Rock,8,CM,4.2105263157894735,Female
Fall,2016,83,5,1,Crab Atlantic Rock,6,CM,2.1052631578947367,Male
Fall,2016,83,5,1,Crab Atlantic Rock,8,CM,1.0526315789473684,Male
Fall,2016,83,5,1,Crab Atlantic Rock,4,CM,1.0526315789473684,Male
Fall,2016,83,5,1,Crab Atlantic Rock,9,CM,1.0526315789473684,Female
Fall,2017,6,1,1,Crab Atlantic Rock,14,CM,1.25,Male
Fall,2017,25,1,1,Crab Atlantic Rock,2,CM,1.1111111111111112,Male
Fall,2017,25,1,1,Crab Atlantic Rock,12,CM,1.1111111111111112,Male
Fall,2017,25,1,1,Crab Atlantic Rock,5,CM,1.1111111111111112,Male
Fall,2017,30,2,1,Crab Atlantic Rock,5,CM,2.5,Female
