Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Common_Name,Number_Caught,Weight_kg,Subsample_Weight_kg,Subsample_Weight_kg_2,Male_Wt_kg,Female_Wt_kg,Expanded_Catch,Expanded_Weight_kg
FL17,Fall,2017,10,1,4,393,2017-10-03T00:00:00Z,Crab Jonah,5,0.9500000000000001,,,,,5,0.9500000000000001
FL17,Fall,2017,11,1,4,390,2017-10-03T00:00:00Z,Crab Jonah,4,0.68,,,,,4,0.68
FL17,Fall,2017,12,1,1,340,2017-10-04T00:00:00Z,Crab Jonah,3,0.02,,,,,3,0.02
FL17,Fall,2017,14,1,2,263,2017-10-04T00:00:00Z,Crab Jonah,1,0.22,,,,,1,0.22
FL17,Fall,2017,15,1,2,284,2017-10-04T00:00:00Z,Crab Jonah,2,0.6,,,,,2.5,0.75
FL17,Fall,2017,17,1,4,232,2017-10-05T00:00:00Z,Crab Jonah,3,0.6900000000000001,,,,,3,0.6900000000000001
FL17,Fall,2017,18,1,4,257,2017-10-05T00:00:00Z,Crab Jonah,3,0.44,,,,,3,0.44
FL17,Fall,2017,19,1,4,135,2017-10-05T00:00:00Z,Crab Jonah,4,0.6,,,,,4,0.6
FL17,Fall,2017,21,1,2,20,2017-10-06T00:00:00Z,Crab Jonah,2,0.33,,,,,2,0.33
FL17,Fall,2017,22,1,3,77,2017-10-06T00:00:00Z,Crab Jonah,1,0.22,,,,,1,0.22
FL17,Fall,2017,23,1,3,99,2017-10-06T00:00:00Z,Crab Jonah,6,1.03,,,,,6,1.03
FL17,Fall,2017,25,1,1,7,2017-10-06T00:00:00Z,Crab Jonah,2,0.47000000000000003,,,,,2.2222222222222223,0.5222222222222223
FL17,Fall,2017,26,2,3,660,2017-10-09T00:00:00Z,Crab Jonah,9,1.61,,,,,9,1.61
FL17,Fall,2017,27,2,4,720,2017-10-09T00:00:00Z,Crab Jonah,2,0.07,,,,,2,0.07
FL17,Fall,2017,28,2,4,741,2017-10-09T00:00:00Z,Crab Jonah,3,0.62,,,,,3,0.62
FL17,Fall,2017,29,2,4,664,2017-10-09T00:00:00Z,Crab Jonah,6,1.31,,,,,7.5,1.6375000000000002
FL17,Fall,2017,34,2,1,227,2017-10-10T00:00:00Z,Crab Jonah,1,0.15,,,,,1,0.15
FL17,Fall,2017,35,2,1,112,2017-10-11T00:00:00Z,Crab Jonah,5,0.87,,,,,5,0.87
FL17,Fall,2017,36,2,3,507,2017-10-11T00:00:00Z,Crab Jonah,1,0.18,,,,,1.6666666666666665,0.3
FL17,Fall,2017,37,2,4,696,2017-10-11T00:00:00Z,Crab Jonah,3,0.58,,,0.58,,3,0.58
FL17,Fall,2017,38,2,4,669,2017-10-11T00:00:00Z,Crab Jonah,7,1.23,,,,,7,1.23
FL17,Fall,2017,39,2,3,565,2017-10-11T00:00:00Z,Crab Jonah,3,0.58,,,,,3.1578947368421053,0.6105263157894736
FL17,Fall,2017,40,2,1,422,2017-10-11T00:00:00Z,Crab Jonah,3,0.39,,,,,3.5294117647058822,0.45882352941176474
FL17,Fall,2017,41,2,2,268,2017-10-12T00:00:00Z,Crab Jonah,8,1.32,,,,,8,1.32
FL17,Fall,2017,42,2,4,656,2017-10-12T00:00:00Z,Crab Jonah,7,0.99,,,,,7,0.99
FL17,Fall,2017,43,2,3,468,2017-10-12T00:00:00Z,Crab Jonah,18,3.39,,,,,18,3.39
FL17,Fall,2017,44,2,3,274,2017-10-12T00:00:00Z,Crab Jonah,7,1.1500000000000001,,,,,7,1.1500000000000001
FL17,Fall,2017,45,2,3,96,2017-10-13T00:00:00Z,Crab Jonah,2,0.28,,,,,2,0.28
FL17,Fall,2017,46,2,2,125,2017-10-13T00:00:00Z,Crab Jonah,18,3.45,,,,,21.176470588235293,4.058823529411765
FL17,Fall,2017,47,2,3,173,2017-10-13T00:00:00Z,Crab Jonah,7,1.09,,,,,7,1.09
FL17,Fall,2017,48,2,2,121,2017-10-13T00:00:00Z,Crab Jonah,14,2.27,,,,,17.5,2.8375
FL17,Fall,2017,50,3,3,463,2017-10-16T00:00:00Z,Crab Jonah,3,0.55,,,,,3,0.55
FL17,Fall,2017,51,3,2,412,2017-10-16T00:00:00Z,Crab Jonah,1,0.13,,,,,1,0.13
FL17,Fall,2017,52,3,2,323,2017-10-16T00:00:00Z,Crab Jonah,2,0.39,,,,,2.6666666666666665,0.52
FL17,Fall,2017,53,3,1,125,2017-10-17T00:00:00Z,Crab Jonah,7,0.39,,,,,7,0.39
FL17,Fall,2017,57,3,1,185,2017-10-17T00:00:00Z,Crab Jonah,1,0.002,,,,,1.3333333333333333,0.0026666666666666666
FL17,Fall,2017,58,3,4,759,2017-10-18T00:00:00Z,Crab Jonah,10,2.74,,,,,10,2.74
FL17,Fall,2017,59,3,4,746,2017-10-18T00:00:00Z,Crab Jonah,5,0.8200000000000001,,,,,5,0.8200000000000001
FL17,Fall,2017,60,3,4,783,2017-10-18T00:00:00Z,Crab Jonah,2,0.59,,,,,2,0.59
FL17,Fall,2017,61,3,3,555,2017-10-19T00:00:00Z,Crab Jonah,11,2.4,,,,,11,2.4
FL17,Fall,2017,62,3,3,422,2017-10-19T00:00:00Z,Crab Jonah,2,0.47000000000000003,,,,,2.5,0.5875
FL17,Fall,2017,63,3,3,382,2017-10-20T00:00:00Z,Crab Jonah,7,1.05,,,,,7,1.05
FL17,Fall,2017,64,3,3,295,2017-10-20T00:00:00Z,Crab Jonah,4,0.7000000000000001,,,,,5.333333333333333,0.9333333333333333
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Crab Jonah,5,0.54,,,,,6.25,0.675
FL17,Fall,2017,67,4,4,707,2017-10-23T00:00:00Z,Crab Jonah,17,3.5300000000000002,,,,,17,3.5300000000000002
FL17,Fall,2017,68,4,4,674,2017-10-23T00:00:00Z,Crab Jonah,24,5.24,,,,,24,5.24
FL17,Fall,2017,69,4,3,633,2017-10-23T00:00:00Z,Crab Jonah,8,1.84,,,,,10.666666666666666,2.453333333333333
FL17,Fall,2017,70,4,3,610,2017-10-23T00:00:00Z,Crab Jonah,18,3.14,,,,,18.94736842105263,3.305263157894737
FL17,Fall,2017,71,4,1,147,2017-10-24T00:00:00Z,Crab Jonah,2,0.33,,,,,2.6666666666666665,0.44
FL17,Fall,2017,78,4,2,11,2017-10-27T00:00:00Z,Crab Jonah,1,0.13,,,,,1.1111111111111112,0.14444444444444446
FL17,Fall,2017,79,4,3,462,2017-10-28T00:00:00Z,Crab Jonah,6,1.35,,,,,6.666666666666667,1.5000000000000002
FL17,Fall,2017,80,4,4,549,2017-10-28T00:00:00Z,Crab Jonah,3,0.61,,,,,3.1578947368421053,0.6421052631578947
FL17,Fall,2017,81,4,3,548,2017-10-28T00:00:00Z,Crab Jonah,1,0.11,,,,,2,0.22
FL17,Fall,2017,82,4,3,464,2017-10-28T00:00:00Z,Crab Jonah,9,1.71,,,,,10.588235294117647,2.011764705882353
FL17,Fall,2017,83,5,2,651,2017-11-01T00:00:00Z,Crab Jonah,16,2.72,,,,,21.333333333333332,3.626666666666667
FL17,Fall,2017,84,5,3,676,2017-11-01T00:00:00Z,Crab Jonah,9,1.99,,,,,9,1.99
FL17,Fall,2017,85,5,2,608,2017-11-01T00:00:00Z,Crab Jonah,9,1.71,,,,,9,1.71
FL17,Fall,2017,87,5,3,493,2017-11-02T00:00:00Z,Crab Jonah,3,0.46,,,,,3.75,0.5750000000000001
FL17,Fall,2017,88,5,3,557,2017-11-02T00:00:00Z,Crab Jonah,6,2,,,,,6,2
FL17,Fall,2017,89,5,4,639,2017-11-02T00:00:00Z,Crab Jonah,2,0.88,,,,,2,0.88
FL17,Fall,2017,90,5,3,560,2017-11-03T00:00:00Z,Crab Jonah,4,0.84,,,,,4,0.84
FL17,Fall,2017,91,5,4,669,2017-11-03T00:00:00Z,Crab Jonah,1,0.58,,,,,1,0.58
FL17,Fall,2017,92,5,4,648,2017-11-03T00:00:00Z,Crab Jonah,9,3.68,,,,,9,3.68
FL17,Fall,2017,93,5,4,598,2017-11-03T00:00:00Z,Crab Jonah,13,4.39,,,,,13,4.39
FL17,Fall,2017,94,5,3,532,2017-11-03T00:00:00Z,Crab Jonah,2,0.43,,,,,2.5,0.5375
FL17,Fall,2017,95,5,3,223,2017-11-04T00:00:00Z,Crab Jonah,7,1.5,,,,,7,1.5
FL17,Fall,2017,96,5,2,226,2017-11-04T00:00:00Z,Crab Jonah,4,0.98,,,,,5,1.225
FL17,Fall,2017,97,5,2,121,2017-11-04T00:00:00Z,Crab Jonah,8,1.44,,,,,8,1.44
FL17,Fall,2017,98,5,3,163,2017-11-04T00:00:00Z,Crab Jonah,20,3.77,,,,,26.666666666666664,5.026666666666666
FL17,Fall,2017,100,5,1,115,2017-11-05T00:00:00Z,Crab Jonah,34,6.11,,,,,34,6.11
FL17,Fall,2017,101,5,1,100,2017-11-05T00:00:00Z,Crab Jonah,18,2.74,,,,,18,2.74
SP17,Spring,2017,1,1,3,543,2017-05-01T00:00:00Z,Crab Jonah,6,1.22,,,,,6,1.22
SP17,Spring,2017,3,1,3,580,2017-05-01T00:00:00Z,Crab Jonah,3,0.66,,,,,3,0.66
SP17,Spring,2017,4,1,2,657,2017-05-01T00:00:00Z,Crab Jonah,1,0.23,,,,,1,0.23
SP17,Spring,2017,7,1,2,434,2017-05-02T00:00:00Z,Crab Jonah,1,0.21,,,,,1.0526315789473684,0.22105263157894736
SP17,Spring,2017,9,1,4,390,2017-05-02T00:00:00Z,Crab Jonah,4,0.58,,,,,4,0.58
SP17,Spring,2017,10,1,4,413,2017-05-02T00:00:00Z,Crab Jonah,1,0.12,,,,,1,0.12
SP17,Spring,2017,13,1,2,263,2017-05-03T00:00:00Z,Crab Jonah,1,0.16,,,,,1,0.16
SP17,Spring,2017,15,1,1,361,2017-05-03T00:00:00Z,Crab Jonah,1,0.2,,,,,1,0.2
SP17,Spring,2017,16,1,3,229,2017-05-04T00:00:00Z,Crab Jonah,3,0.42,,,,,3.3333333333333335,0.4666666666666667
SP17,Spring,2017,17,1,4,232,2017-05-04T00:00:00Z,Crab Jonah,3,0.27,,,,,3,0.27
SP17,Spring,2017,18,1,4,257,2017-05-04T00:00:00Z,Crab Jonah,5,1.05,,,,,5,1.05
SP17,Spring,2017,19,1,4,135,2017-05-04T00:00:00Z,Crab Jonah,5,0.87,,,,,5,0.87
SP17,Spring,2017,20,1,4,95,2017-05-04T00:00:00Z,Crab Jonah,6,1.1400000000000001,,,,,6,1.1400000000000001
SP17,Spring,2017,23,1,3,99,2017-05-05T00:00:00Z,Crab Jonah,1,0.11,,,,,1,0.11
SP17,Spring,2017,27,2,3,660,2017-05-08T00:00:00Z,Crab Jonah,1,0.17,,,,,1,0.17
SP17,Spring,2017,28,2,4,741,2017-05-08T00:00:00Z,Crab Jonah,1,0.36,,,,,1,0.36
SP17,Spring,2017,29,2,4,725,2017-05-08T00:00:00Z,Crab Jonah,6,1.37,,,,,6,1.37
SP17,Spring,2017,30,2,4,696,2017-05-08T00:00:00Z,Crab Jonah,3,0.53,,,,,3,0.53
SP17,Spring,2017,31,2,4,669,2017-05-08T00:00:00Z,Crab Jonah,2,0.43,,,,,2,0.43
SP17,Spring,2017,33,2,1,154,2017-05-09T00:00:00Z,Crab Jonah,3,0.31,,,,,3,0.31
SP17,Spring,2017,34,2,2,414,2017-05-09T00:00:00Z,Crab Jonah,2,0.66,,,,,2.5,0.8250000000000001
SP17,Spring,2017,37,2,3,541,2017-05-10T00:00:00Z,Crab Jonah,8,1.01,,,,,10.666666666666666,1.3466666666666667
SP17,Spring,2017,38,2,3,507,2017-05-10T00:00:00Z,Crab Jonah,3,0.49,,,,,3.5294117647058822,0.5764705882352942
SP17,Spring,2017,39,2,3,565,2017-05-10T00:00:00Z,Crab Jonah,3,0.5700000000000001,,,,,3.75,0.7125000000000001
SP17,Spring,2017,41,2,2,268,2017-05-10T00:00:00Z,Crab Jonah,3,0.55,,,,,3,0.55
SP17,Spring,2017,43,2,4,553,2017-05-11T00:00:00Z,Crab Jonah,4,0.87,,,,,4,0.87
SP17,Spring,2017,49,2,2,121,2017-05-12T00:00:00Z,Crab Jonah,4,0.75,,,,,4,0.75
SP17,Spring,2017,51,3,3,463,2017-05-15T00:00:00Z,Crab Jonah,2,0.39,,,,,2,0.39
SP17,Spring,2017,52,3,2,391,2017-05-15T00:00:00Z,Crab Jonah,1,0.19,,,,,1,0.19
SP17,Spring,2017,53,3,1,325,2017-05-15T00:00:00Z,Crab Jonah,6,0.8200000000000001,,,,,6,0.8200000000000001
SP17,Spring,2017,54,3,1,125,2017-05-16T00:00:00Z,Crab Jonah,3,0.05,,,,,3,0.05
SP17,Spring,2017,55,3,1,97,2017-05-16T00:00:00Z,Crab Jonah,1,0.004,,,,,1.25,0.005
SP17,Spring,2017,60,3,2,373,2017-05-17T00:00:00Z,Crab Jonah,4,1.1,,,,,4,1.1
SP17,Spring,2017,61,3,3,661,2017-05-17T00:00:00Z,Crab Jonah,2,0.18,,,,,2.6666666666666665,0.24
SP17,Spring,2017,62,3,3,693,2017-05-17T00:00:00Z,Crab Jonah,4,0.8,,,,,4,0.8
SP17,Spring,2017,63,3,4,756,2017-05-17T00:00:00Z,Crab Jonah,5,0.47000000000000003,,,,,5,0.47000000000000003
SP17,Spring,2017,64,3,4,746,2017-05-17T00:00:00Z,Crab Jonah,4,0.5,,,,,4,0.5
SP17,Spring,2017,66,3,4,611,2017-05-18T00:00:00Z,Crab Jonah,4,0.52,,,,,4,0.52
SP17,Spring,2017,67,3,3,532,2017-05-18T00:00:00Z,Crab Jonah,6,1.48,,,,,6,1.48
SP17,Spring,2017,68,3,3,422,2017-05-18T00:00:00Z,Crab Jonah,1,0.18,,,,,1.3333333333333333,0.24
SP17,Spring,2017,70,3,3,343,2017-05-18T00:00:00Z,Crab Jonah,2,0.72,,,,,2.3529411764705883,0.8470588235294118
SP17,Spring,2017,71,3,3,360,2017-05-19T00:00:00Z,Crab Jonah,4,1.08,,,,,4,1.08
SP17,Spring,2017,72,3,2,248,2017-05-19T00:00:00Z,Crab Jonah,2,0.28,,,,,2,0.28
SP17,Spring,2017,73,3,1,179,2017-05-19T00:00:00Z,Crab Jonah,1,0.33,,,,,1,0.33
SP17,Spring,2017,75,4,3,608,2017-05-22T00:00:00Z,Crab Jonah,1,0.19,,,,,1,0.19
SP17,Spring,2017,77,4,4,707,2017-05-22T00:00:00Z,Crab Jonah,5,1.08,,,,,5,1.08
SP17,Spring,2017,78,4,4,674,2017-05-22T00:00:00Z,Crab Jonah,1,0.02,,,,,1,0.02
SP17,Spring,2017,79,4,2,455,2017-05-22T00:00:00Z,Crab Jonah,5,1.1500000000000001,,,,,6.25,1.4375000000000002
SP17,Spring,2017,80,4,1,279,2017-05-23T00:00:00Z,Crab Jonah,3,0.35000000000000003,,,,,4.285714285714285,0.5
SP17,Spring,2017,81,4,1,147,2017-05-23T00:00:00Z,Crab Jonah,4,0.5,,,,,4,0.5
SP17,Spring,2017,83,4,1,54,2017-05-23T00:00:00Z,Crab Jonah,1,0.001,,,,,1,0.001
SP17,Spring,2017,85,4,3,462,2017-05-24T00:00:00Z,Crab Jonah,1,0.53,,,,,1,0.53
SP17,Spring,2017,86,4,4,549,2017-05-24T00:00:00Z,Crab Jonah,4,0.53,,,,,4,0.53
SP17,Spring,2017,87,4,4,577,2017-05-24T00:00:00Z,Crab Jonah,8,1.4000000000000001,,,,,8,1.4000000000000001
SP17,Spring,2017,88,4,4,649,2017-05-24T00:00:00Z,Crab Jonah,2,0.56,,,,,2,0.56
SP17,Spring,2017,89,4,3,386,2017-05-24T00:00:00Z,Crab Jonah,1,0.32,,,,,1,0.32
SP17,Spring,2017,91,4,3,223,2017-05-25T00:00:00Z,Crab Jonah,4,0.92,,,,,4,0.92
SP17,Spring,2017,93,4,3,360,2017-05-25T00:00:00Z,Crab Jonah,1,0.26,,,,,1,0.26
SP17,Spring,2017,94,4,3,275,2017-05-25T00:00:00Z,Crab Jonah,2,0.18,,,,,2.5,0.22499999999999998
SP17,Spring,2017,95,4,1,18,2017-05-26T00:00:00Z,Crab Jonah,7,0.36,,,,,7,0.36
SP17,Spring,2017,96,4,2,16,2017-05-26T00:00:00Z,Crab Jonah,1,0.32,,,,,1.1111111111111112,0.35555555555555557
SP17,Spring,2017,97,4,2,72,2017-05-26T00:00:00Z,Crab Jonah,1,0.25,,,,,1,0.25
SP17,Spring,2017,99,5,2,626,2017-05-29T00:00:00Z,Crab Jonah,12,2.48,,,,,15,3.1
SP17,Spring,2017,100,5,3,676,2017-05-29T00:00:00Z,Crab Jonah,1,0.15,,,,,0.9523809523809524,0.14285714285714285
SP17,Spring,2017,102,5,2,456,2017-05-29T00:00:00Z,Crab Jonah,1,0.22,,,,,1,0.22
SP17,Spring,2017,103,5,1,290,2017-05-29T00:00:00Z,Crab Jonah,1,0.18,,,,,1.0526315789473684,0.1894736842105263
SP17,Spring,2017,104,5,1,243,2017-05-30T00:00:00Z,Crab Jonah,3,0.55,,,,,3,0.55
SP17,Spring,2017,105,5,3,493,2017-05-30T00:00:00Z,Crab Jonah,7,1.36,,,,,7,1.36
SP17,Spring,2017,106,5,3,557,2017-05-30T00:00:00Z,Crab Jonah,10,2.0100000000000002,,,,,10,2.0100000000000002
SP17,Spring,2017,107,5,4,682,2017-05-30T00:00:00Z,Crab Jonah,5,0.89,,,,,5,0.89
SP17,Spring,2017,108,5,4,639,2017-05-30T00:00:00Z,Crab Jonah,2,0.34,,,,,2,0.34
SP17,Spring,2017,109,5,4,591,2017-05-30T00:00:00Z,Crab Jonah,7,1.83,,,,,7,1.83
SP17,Spring,2017,110,5,3,500,2017-05-31T00:00:00Z,Crab Jonah,10,1.99,,,,,10,1.99
SP17,Spring,2017,111,5,4,648,2017-05-31T00:00:00Z,Crab Jonah,1,0.52,,,,,1,0.52
SP17,Spring,2017,112,5,4,598,2017-05-31T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
SP17,Spring,2017,113,5,3,368,2017-05-31T00:00:00Z,Crab Jonah,9,2.08,,,,,9,2.08
SP17,Spring,2017,114,5,1,157,2017-06-01T00:00:00Z,Crab Jonah,2,0.43,,,,,2.3529411764705883,0.5058823529411764
SP17,Spring,2017,115,5,2,225,2017-06-01T00:00:00Z,Crab Jonah,13,2.24,,,,,13,2.24
SP17,Spring,2017,116,5,3,346,2017-06-01T00:00:00Z,Crab Jonah,22,5.34,,,,,22,5.34
SP17,Spring,2017,117,5,2,216,2017-06-01T00:00:00Z,Crab Jonah,21,4.58,,,,,21,4.58
SP17,Spring,2017,118,5,2,121,2017-06-01T00:00:00Z,Crab Jonah,1,0.3,,,,,1,0.3
SP17,Spring,2017,120,5,3,49,2017-06-02T00:00:00Z,Crab Jonah,1,0.18,,,,,1.1111111111111112,0.2
SP17,Spring,2017,121,5,3,24,2017-06-02T00:00:00Z,Crab Jonah,2,0.33,,,,,2,0.33
SP17,Spring,2017,122,5,1,15,2017-06-02T00:00:00Z,Crab Jonah,18,2.3000000000000003,,,,,18,2.3000000000000003
FL16,Fall,2016,1,1,3,603,2016-09-26T00:00:00Z,Crab Jonah,18,1.25,,,,,18,1.25
FL16,Fall,2016,2,1,2,594,2016-09-26T00:00:00Z,Crab Jonah,27,4.5600000000000005,,,,,27,4.5600000000000005
FL16,Fall,2016,3,1,1,591,2016-09-26T00:00:00Z,Crab Jonah,3,0.49,,,,,3.1578947368421053,0.5157894736842105
FL16,Fall,2016,4,1,1,554,2016-09-26T00:00:00Z,Crab Jonah,1,0.32,,,,,1,0.32
FL16,Fall,2016,5,1,1,534,2016-09-26T00:00:00Z,Crab Jonah,1,0.08,,,,,1.1764705882352942,0.09411764705882353
FL16,Fall,2016,6,1,3,541,2016-09-27T00:00:00Z,Crab Jonah,7,0.74,,,,,7,0.74
FL16,Fall,2016,7,1,2,449,2016-09-27T00:00:00Z,Crab Jonah,25,3.0700000000000003,,,,,33.33333333333333,4.093333333333334
FL16,Fall,2016,8,1,3,422,2016-09-27T00:00:00Z,Crab Jonah,14,1.6600000000000001,,,,,15.555555555555557,1.8444444444444448
FL16,Fall,2016,9,1,4,426,2016-09-27T00:00:00Z,Crab Jonah,8,0.99,,,,,8,0.99
FL16,Fall,2016,10,1,4,429,2016-09-27T00:00:00Z,Crab Jonah,3,0.12,,,,,3,0.12
FL16,Fall,2016,11,1,4,507,2016-09-27T00:00:00Z,Crab Jonah,12,0.87,,,,,12,0.87
FL16,Fall,2016,12,1,3,348,2016-09-28T00:00:00Z,Crab Jonah,2,0.05,,,,,2.6666666666666665,0.06666666666666667
FL16,Fall,2016,13,1,4,257,2016-09-29T00:00:00Z,Crab Jonah,2,0.18,,,,,2,0.18
FL16,Fall,2016,14,1,4,120,2016-09-29T00:00:00Z,Crab Jonah,16,2.11,,,,,16,2.11
FL16,Fall,2016,15,1,4,70,2016-09-29T00:00:00Z,Crab Jonah,1,0.13,,,,,1.6666666666666665,0.21666666666666665
FL16,Fall,2016,16,1,2,41,2016-09-30T00:00:00Z,Crab Jonah,4,0.5,,,,,4,0.5
FL16,Fall,2016,17,1,3,77,2016-09-30T00:00:00Z,Crab Jonah,8,1.07,,,,,8,1.07
FL16,Fall,2016,18,1,3,87,2016-09-30T00:00:00Z,Crab Jonah,3,0.4,,,,,3.3333333333333335,0.4444444444444445
FL16,Fall,2016,19,1,2,38,2016-09-30T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
FL16,Fall,2016,20,1,1,8,2016-09-30T00:00:00Z,Crab Jonah,1,0.22,,,,,1,0.22
FL16,Fall,2016,21,2,3,611,2016-10-03T00:00:00Z,Crab Jonah,5,1.02,,,,,5.882352941176471,1.2
FL16,Fall,2016,22,2,4,685,2016-10-03T00:00:00Z,Crab Jonah,13,1.7,,,,,13,1.7
FL16,Fall,2016,23,2,4,714,2016-10-03T00:00:00Z,Crab Jonah,11,1.61,,,,,11,1.61
FL16,Fall,2016,24,2,4,736,2016-10-03T00:00:00Z,Crab Jonah,16,2.02,,,,,16,2.02
FL16,Fall,2016,25,2,4,689,2016-10-03T00:00:00Z,Crab Jonah,17,1.86,,,,,17,1.86
FL16,Fall,2016,26,2,1,130,2016-10-04T00:00:00Z,Crab Jonah,8,0.88,,,,,8.88888888888889,0.9777777777777779
FL16,Fall,2016,29,2,1,112,2016-10-05T00:00:00Z,Crab Jonah,1,0.06,,,,,1,0.06
FL16,Fall,2016,30,2,1,192,2016-10-05T00:00:00Z,Crab Jonah,2,0.37,,,,,2.5,0.4625
FL16,Fall,2016,31,2,2,268,2016-10-05T00:00:00Z,Crab Jonah,9,1.77,,,,,9,1.77
FL16,Fall,2016,32,2,3,468,2016-10-05T00:00:00Z,Crab Jonah,6,0.7000000000000001,,,,,8,0.9333333333333333
FL16,Fall,2016,33,2,3,310,2016-10-05T00:00:00Z,Crab Jonah,2,0.48,,,,,2,0.48
FL16,Fall,2016,34,2,4,476,2016-10-06T00:00:00Z,Crab Jonah,19,2.36,,,,,25.333333333333332,3.1466666666666665
FL16,Fall,2016,35,2,4,438,2016-10-06T00:00:00Z,Crab Jonah,67,10.5,,,,,67,10.5
FL16,Fall,2016,36,2,3,279,2016-10-06T00:00:00Z,Crab Jonah,10,1.47,,,,,10,1.47
FL16,Fall,2016,37,2,3,238,2016-10-06T00:00:00Z,Crab Jonah,4,0.81,,,,,4,0.81
FL16,Fall,2016,38,2,2,121,2016-10-07T00:00:00Z,Crab Jonah,4,0.76,,,,,6.666666666666666,1.2666666666666666
FL16,Fall,2016,39,3,3,541,2016-10-11T00:00:00Z,Crab Jonah,8,1.43,,,,,8.88888888888889,1.5888888888888888
FL16,Fall,2016,40,3,3,572,2016-10-11T00:00:00Z,Crab Jonah,4,1.01,,,,,4,1.01
FL16,Fall,2016,41,3,2,433,2016-10-11T00:00:00Z,Crab Jonah,3,0.54,,,,,3,0.54
FL16,Fall,2016,42,3,2,346,2016-10-11T00:00:00Z,Crab Jonah,7,1.32,,,,,14,2.64
FL16,Fall,2016,43,3,2,155,2016-10-12T00:00:00Z,Crab Jonah,2,0.4,,,,,2,0.4
FL16,Fall,2016,47,3,2,127,2016-10-12T00:00:00Z,Crab Jonah,1,0.006,,,,,1,0.006
FL16,Fall,2016,48,3,4,741,2016-10-13T00:00:00Z,Crab Jonah,29,5.79,,,,,29,5.79
FL16,Fall,2016,49,3,4,786,2016-10-13T00:00:00Z,Crab Jonah,13,2.12,,,,,13,2.12
FL16,Fall,2016,50,3,4,709,2016-10-13T00:00:00Z,Crab Jonah,4,0.59,,,,,4,0.59
FL16,Fall,2016,51,3,3,555,2016-10-14T00:00:00Z,Crab Jonah,10,1.86,,,,,10,1.86
FL16,Fall,2016,52,3,3,532,2016-10-14T00:00:00Z,Crab Jonah,18,2.46,,,,,20,2.7333333333333334
FL16,Fall,2016,53,3,3,382,2016-10-14T00:00:00Z,Crab Jonah,14,2.7800000000000002,,,,,17.5,3.4750000000000005
FL16,Fall,2016,54,3,3,364,2016-10-14T00:00:00Z,Crab Jonah,16,3.14,,,,,18.823529411764707,3.6941176470588237
FL16,Fall,2016,55,3,2,247,2016-10-15T00:00:00Z,Crab Jonah,8,1.3800000000000001,,,,,9.411764705882353,1.623529411764706
FL16,Fall,2016,57,4,4,707,2016-10-17T00:00:00Z,Crab Jonah,10,1.43,,,,,10,1.43
FL16,Fall,2016,58,4,4,638,2016-10-17T00:00:00Z,Crab Jonah,5,0.78,,,,,6.25,0.9750000000000001
FL16,Fall,2016,59,4,3,542,2016-10-17T00:00:00Z,Crab Jonah,13,2.25,,,,,13,2.25
FL16,Fall,2016,62,4,1,110,2016-10-18T00:00:00Z,Crab Jonah,11,1.56,,,,,13.75,1.9500000000000002
FL16,Fall,2016,63,4,3,437,2016-10-19T00:00:00Z,Crab Jonah,24,4.74,,,,,30,5.925000000000001
FL16,Fall,2016,64,4,3,572,2016-10-19T00:00:00Z,Crab Jonah,13,1.24,,,,,17.333333333333332,1.6533333333333333
FL16,Fall,2016,65,4,4,620,2016-10-19T00:00:00Z,Crab Jonah,11,1.74,,,,,11,1.74
FL16,Fall,2016,66,4,4,623,2016-10-19T00:00:00Z,Crab Jonah,6,0.92,,,,,7.5,1.1500000000000001
FL16,Fall,2016,67,4,3,293,2016-10-20T00:00:00Z,Crab Jonah,9,1.21,,,,,9,1.21
FL16,Fall,2016,68,4,3,357,2016-10-20T00:00:00Z,Crab Jonah,10,1.94,,,,,15.384615384615383,2.9846153846153842
FL16,Fall,2016,69,4,3,245,2016-10-20T00:00:00Z,Crab Jonah,63,9.84,,,,,78.75,12.3
FL16,Fall,2016,70,4,2,158,2016-10-20T00:00:00Z,Crab Jonah,20,3.16,,,,,20,3.16
FL16,Fall,2016,71,4,2,102,2016-10-21T00:00:00Z,Crab Jonah,2,0.38,,,,,2,0.38
FL16,Fall,2016,72,5,4,746,2016-10-25T00:00:00Z,Crab Jonah,71,16.95,,,,,71,16.95
FL16,Fall,2016,73,5,2,459,2016-10-25T00:00:00Z,Crab Jonah,17,3.02,,,,,17,3.02
FL16,Fall,2016,74,5,3,527,2016-10-26T00:00:00Z,Crab Jonah,12,2.37,,,,,14.117647058823529,2.7882352941176474
FL16,Fall,2016,75,5,3,557,2016-10-26T00:00:00Z,Crab Jonah,3,0.88,,,,,3.3333333333333335,0.9777777777777779
FL16,Fall,2016,76,5,2,489,2016-10-26T00:00:00Z,Crab Jonah,14,1.92,,,,,14,1.92
FL16,Fall,2016,77,5,1,255,2016-10-26T00:00:00Z,Crab Jonah,40,6.82,,,,,40,6.82
FL16,Fall,2016,78,5,4,621,2016-10-27T00:00:00Z,Crab Jonah,5,1.18,,,,,6.25,1.4749999999999999
