Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Common_Name,Number_Caught,Weight_kg,Subsample_Weight_kg,Subsample_Weight_kg_2,Male_Wt_kg,Female_Wt_kg,Expanded_Catch,Expanded_Weight_kg
FL09,Fall,2009,69,4,1,148,2009-10-28T00:00:00Z,Crab Atlantic Rock,4,0.8200000000000001,0,,,,4,0.8200000000000001
FL09,Fall,2009,70,4,2,49,2009-10-29T00:00:00Z,Crab Atlantic Rock,1,0.22,0,,,,1,0.22
FL09,Fall,2009,72,4,1,6,2009-10-29T00:00:00Z,Crab Atlantic Rock,4,0.44,0,,,,4,0.44
FL09,Fall,2009,73,4,1,32,2009-10-29T00:00:00Z,Crab Atlantic Rock,1,0.32,0,,,,1,0.32
FL09,Fall,2009,74,4,2,72,2009-10-29T00:00:00Z,Crab Atlantic Rock,1,0.13,0,,,,1,0.13
FL09,Fall,2009,78,4,3,226,2009-10-30T00:00:00Z,Crab Atlantic Rock,1,0.01,0,,,,1.1111111111111112,0.011111111111111112
FL09,Fall,2009,87,5,1,220,2009-11-04T00:00:00Z,Crab Atlantic Rock,5,0.6,0,,,,6.666666666666666,0.7999999999999999
FL09,Fall,2009,88,5,1,234,2009-11-04T00:00:00Z,Crab Atlantic Rock,11,1.24,0,,,,11,1.24
FL09,Fall,2009,89,5,1,240,2009-11-04T00:00:00Z,Crab Atlantic Rock,3,0.48,0,,,,4,0.6399999999999999
FL09,Fall,2009,90,5,2,195,2009-11-05T00:00:00Z,Crab Atlantic Rock,15,1.94,0,,,,18.75,2.425
FL09,Fall,2009,92,5,3,369,2009-11-05T00:00:00Z,Crab Atlantic Rock,2,0.28,0,,,,3.333333333333333,0.4666666666666667
FL10,Fall,2010,11,1,1,280,2010-10-08T00:00:00Z,Crab Atlantic Rock,1,0.3,0,,,,1,0.3
FL10,Fall,2010,22,2,1,182,2010-10-12T00:00:00Z,Crab Atlantic Rock,1,0.06,,,,,1,0.06
FL10,Fall,2010,26,2,1,298,2010-10-12T00:00:00Z,Crab Atlantic Rock,1,0.28,,,,,1,0.28
FL10,Fall,2010,29,2,1,263,2010-10-13T00:00:00Z,Crab Atlantic Rock,7,0.64,,,,,7,0.64
FL10,Fall,2010,42,3,1,78,2010-10-19T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1,0.08
FL10,Fall,2010,43,3,1,16,2010-10-19T00:00:00Z,Crab Atlantic Rock,9,0.98,,,,,11.25,1.225
FL10,Fall,2010,44,3,1,11,2010-10-19T00:00:00Z,Crab Atlantic Rock,6,0.62,,,,,10,1.0333333333333332
FL10,Fall,2010,47,3,2,139,2010-10-19T00:00:00Z,Crab Atlantic Rock,3,0.33,,,,,3,0.33
FL10,Fall,2010,57,3,1,123,2010-10-22T00:00:00Z,Crab Atlantic Rock,4,0.73,,,,,5,0.9125
FL10,Fall,2010,61,4,3,543,2010-10-25T00:00:00Z,Crab Atlantic Rock,5,0.11,,,,,10,0.22
FL10,Fall,2010,62,4,1,45,2010-10-26T00:00:00Z,Crab Atlantic Rock,1,0.19,,,,,1,0.19
FL10,Fall,2010,63,4,1,23,2010-10-26T00:00:00Z,Crab Atlantic Rock,2,0.22,,,,,2,0.22
FL10,Fall,2010,64,4,2,130,2010-10-26T00:00:00Z,Crab Atlantic Rock,5,0.62,,,,,5.882352941176471,0.7294117647058824
FL10,Fall,2010,70,4,2,41,2010-10-29T00:00:00Z,Crab Atlantic Rock,2,0.16,,,,,2,0.16
FL10,Fall,2010,75,5,1,255,2010-11-01T00:00:00Z,Crab Atlantic Rock,42,4.24,,,,,42,4.24
FL10,Fall,2010,76,5,3,527,2010-11-02T00:00:00Z,Crab Atlantic Rock,6,0.62,,,,,7.5,0.775
FL10,Fall,2010,77,5,3,585,2010-11-02T00:00:00Z,Crab Atlantic Rock,2,0.09,,,,,2.5,0.11249999999999999
FL10,Fall,2010,78,5,2,490,2010-11-02T00:00:00Z,Crab Atlantic Rock,3,0.26,,,,,4,0.3466666666666667
FL10,Fall,2010,79,5,3,564,2010-11-03T00:00:00Z,Crab Atlantic Rock,3,0.14,,,,,3,0.14
FL10,Fall,2010,84,5,1,72,2010-11-04T00:00:00Z,Crab Atlantic Rock,1,0.04,,,,,1.25,0.05
FL10,Fall,2010,85,5,1,115,2010-11-04T00:00:00Z,Crab Atlantic Rock,1,0.16,,,,,1,0.16
FL11,Fall,2011,1,1,2,575,2011-10-04T00:00:00Z,Crab Atlantic Rock,1,0.15,,,,,1.25,0.1875
FL11,Fall,2011,21,1,1,14,2011-10-08T00:00:00Z,Crab Atlantic Rock,2,0.02,,,,,2,0.02
FL11,Fall,2011,30,2,1,229,2011-10-11T00:00:00Z,Crab Atlantic Rock,2,0.24,,,,,2.6666666666666665,0.31999999999999995
FL11,Fall,2011,44,3,1,139,2011-10-19T00:00:00Z,Crab Atlantic Rock,15,0.98,,,,,18.75,1.225
FL11,Fall,2011,55,4,1,48,2011-10-25T00:00:00Z,Crab Atlantic Rock,3,0.32,,,,,3,0.32
FL11,Fall,2011,56,4,1,28,2011-10-25T00:00:00Z,Crab Atlantic Rock,8,0.74,,,,,8.421052631578947,0.7789473684210526
FL11,Fall,2011,57,4,2,55,2011-10-25T00:00:00Z,Crab Atlantic Rock,4,0.38,,,,,5.333333333333333,0.5066666666666666
FL11,Fall,2011,58,4,2,92,2011-10-25T00:00:00Z,Crab Atlantic Rock,243,30.54,12.56,,,,270,33.93333333333334
FL11,Fall,2011,59,4,4,596,2011-10-26T00:00:00Z,Crab Atlantic Rock,1,0.09,,,,,1,0.09
FL11,Fall,2011,62,4,2,158,2011-10-26T00:00:00Z,Crab Atlantic Rock,1,0.07,,,,,1,0.07
FL11,Fall,2011,64,4,1,1,2011-10-27T00:00:00Z,Crab Atlantic Rock,12,1.08,,,,,13.333333333333334,1.2000000000000002
FL11,Fall,2011,73,5,1,220,2011-11-02T00:00:00Z,Crab Atlantic Rock,3,0.34,,,,,3.5294117647058822,0.4
FL11,Fall,2011,74,5,1,255,2011-11-02T00:00:00Z,Crab Atlantic Rock,40,4.48,,,,,40,4.48
FL11,Fall,2011,75,5,2,458,2011-11-02T00:00:00Z,Crab Atlantic Rock,1,0.24,,,,,1,0.24
FL11,Fall,2011,76,5,2,431,2011-11-02T00:00:00Z,Crab Atlantic Rock,1,0.15,,,,,1,0.15
FL11,Fall,2011,77,5,2,364,2011-11-02T00:00:00Z,Crab Atlantic Rock,1,0.09,,,,,1.25,0.11249999999999999
FL11,Fall,2011,83,5,2,195,2011-11-04T00:00:00Z,Crab Atlantic Rock,1,0.003,,,,,1,0.003
FL12,Fall,2012,2,1,1,629,2012-09-24T00:00:00Z,Crab Atlantic Rock,4,0.01,,,,,5,0.0125
FL12,Fall,2012,4,1,1,554,2012-09-24T00:00:00Z,Crab Atlantic Rock,1,0.05,,,,,1,0.05
FL12,Fall,2012,19,1,1,153,2012-09-27T00:00:00Z,Crab Atlantic Rock,1,0.003,,,,,1,0.003
FL12,Fall,2012,26,2,1,448,2012-10-01T00:00:00Z,Crab Atlantic Rock,2,0.05,,,,,2.5,0.0625
FL12,Fall,2012,33,2,2,134,2012-10-03T00:00:00Z,Crab Atlantic Rock,1,0.02,,,,,1,0.02
FL12,Fall,2012,36,2,2,136,2012-10-03T00:00:00Z,Crab Atlantic Rock,1,0.03,,,,,1.5384615384615383,0.04615384615384615
FL12,Fall,2012,48,3,2,392,2012-10-08T00:00:00Z,Crab Atlantic Rock,1,0.07,,,,,2.8571428571428568,0.19999999999999998
FL12,Fall,2012,49,3,2,102,2012-10-09T00:00:00Z,Crab Atlantic Rock,5,0.48,,,,,5,0.48
FL12,Fall,2012,50,3,1,64,2012-10-09T00:00:00Z,Crab Atlantic Rock,5,0.42,,,,,5,0.42
FL12,Fall,2012,51,3,1,40,2012-10-09T00:00:00Z,Crab Atlantic Rock,99,10.98,,,,,132,14.64
FL12,Fall,2012,52,3,1,26,2012-10-09T00:00:00Z,Crab Atlantic Rock,1,0.04,,,,,1.25,0.05
FL12,Fall,2012,53,3,1,84,2012-10-09T00:00:00Z,Crab Atlantic Rock,3,0.1,,,,,3,0.1
FL12,Fall,2012,61,3,1,107,2012-10-12T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1.6666666666666665,0.13333333333333333
FL12,Fall,2012,62,4,1,167,2012-10-16T00:00:00Z,Crab Atlantic Rock,5,0.42,,,,,8.333333333333332,0.7
FL12,Fall,2012,63,4,2,79,2012-10-16T00:00:00Z,Crab Atlantic Rock,23,2.45,,,,,27.058823529411764,2.882352941176471
FL12,Fall,2012,65,4,1,26,2012-10-16T00:00:00Z,Crab Atlantic Rock,6,0.46,,,,,6,0.46
FL12,Fall,2012,66,4,1,25,2012-10-16T00:00:00Z,Crab Atlantic Rock,6,0.89,,,,,6.666666666666667,0.9888888888888889
FL12,Fall,2012,79,4,2,41,2012-10-19T00:00:00Z,Crab Atlantic Rock,1,0.16,,,,,1,0.16
FL12,Fall,2012,80,4,2,9,2012-10-19T00:00:00Z,Crab Atlantic Rock,2,0.2,,,,,2,0.2
FL12,Fall,2012,81,4,1,4,2012-10-19T00:00:00Z,Crab Atlantic Rock,1,0.13,,,,,1.1111111111111112,0.14444444444444446
FL12,Fall,2012,84,5,1,240,2012-10-22T00:00:00Z,Crab Atlantic Rock,4,0.68,,,,,5.333333333333333,0.9066666666666667
FL12,Fall,2012,88,5,3,679,2012-10-23T00:00:00Z,Crab Atlantic Rock,1,0.02,,,,,1,0.02
FL12,Fall,2012,96,5,1,115,2012-10-25T00:00:00Z,Crab Atlantic Rock,3,0.14,,,,,3,0.14
FL12,Fall,2012,97,5,1,117,2012-10-25T00:00:00Z,Crab Atlantic Rock,1,0.09,,,,,1.3333333333333333,0.12
FL12,Fall,2012,98,5,3,49,2012-10-26T00:00:00Z,Crab Atlantic Rock,6,0.32,,,,,9.23076923076923,0.4923076923076923
FL12,Fall,2012,99,5,3,11,2012-10-26T00:00:00Z,Crab Atlantic Rock,1,0.17,,,,,1.1111111111111112,0.1888888888888889
FL13,Fall,2013,1,1,2,594,2013-09-23T00:00:00Z,Crab Atlantic Rock,3,0.36,,,,,3,0.36
FL13,Fall,2013,2,1,2,636,2013-09-23T00:00:00Z,Crab Atlantic Rock,1,0.1,,,,,1,0.1
FL13,Fall,2013,21,1,1,14,2013-09-27T00:00:00Z,Crab Atlantic Rock,2,0.05,,,,,2,0.05
FL13,Fall,2013,22,1,1,8,2013-09-27T00:00:00Z,Crab Atlantic Rock,1,0.06,,,,,1.1111111111111112,0.06666666666666667
FL13,Fall,2013,26,2,4,741,2013-10-01T00:00:00Z,Crab Atlantic Rock,3,0.08,,,,,3,0.08
FL13,Fall,2013,39,2,4,519,2013-10-03T00:00:00Z,Crab Atlantic Rock,1,0.02,,,,,1,0.02
FL13,Fall,2013,52,3,1,55,2013-10-08T00:00:00Z,Crab Atlantic Rock,3,0.35000000000000003,,,,,4,0.4666666666666667
FL13,Fall,2013,53,3,1,27,2013-10-08T00:00:00Z,Crab Atlantic Rock,5,0.48,,,,,5,0.48
FL13,Fall,2013,59,3,4,664,2013-10-09T00:00:00Z,Crab Atlantic Rock,1,0.02,,,,,1.1111111111111112,0.022222222222222223
FL13,Fall,2013,63,3,4,534,2013-10-10T00:00:00Z,Crab Atlantic Rock,1,0.01,,,,,1.25,0.0125
FL13,Fall,2013,67,4,4,660,2013-10-14T00:00:00Z,Crab Atlantic Rock,1,0.04,,,,,1,0.04
FL13,Fall,2013,70,4,1,45,2013-10-15T00:00:00Z,Crab Atlantic Rock,17,2.08,,,,,18.88888888888889,2.3111111111111113
FL13,Fall,2013,71,4,1,25,2013-10-15T00:00:00Z,Crab Atlantic Rock,5,0.53,,,,,5,0.53
FL13,Fall,2013,72,4,1,38,2013-10-15T00:00:00Z,Crab Atlantic Rock,2,0.03,0.02,,,,1.8181818181818181,0.02727272727272727
FL13,Fall,2013,83,4,1,12,2013-10-18T00:00:00Z,Crab Atlantic Rock,1,0.05,,,,,1.1764705882352942,0.05882352941176471
FL13,Fall,2013,84,4,1,8,2013-10-18T00:00:00Z,Crab Atlantic Rock,1,0.01,,,,,1,0.01
FL13,Fall,2013,92,5,3,500,2013-10-23T00:00:00Z,Crab Atlantic Rock,1,0.2,,,,,1.5384615384615383,0.3076923076923077
FL13,Fall,2013,93,5,4,621,2013-10-23T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1,0.08
FL13,Fall,2013,94,5,4,618,2013-10-23T00:00:00Z,Crab Atlantic Rock,3,0.08,,,,,3,0.08
FL13,Fall,2013,95,5,3,348,2013-10-24T00:00:00Z,Crab Atlantic Rock,14,1.33,,,,,17.5,1.6625
FL13,Fall,2013,96,5,1,115,2013-10-25T00:00:00Z,Crab Atlantic Rock,21,1.08,,,,,21,1.08
FL14,Fall,2014,22,1,1,13,2014-10-03T00:00:00Z,Crab Atlantic Rock,11,0.07,,,,,11,0.07
FL14,Fall,2014,23,2,1,250,2014-10-06T00:00:00Z,Crab Atlantic Rock,4,0.34,,,,,4.444444444444445,0.3777777777777778
FL14,Fall,2014,25,2,2,414,2014-10-06T00:00:00Z,Crab Atlantic Rock,1,0.05,,,,,1.25,0.0625
FL14,Fall,2014,26,2,2,377,2014-10-06T00:00:00Z,Crab Atlantic Rock,1,0.09,,,,,1,0.09
FL14,Fall,2014,45,3,2,85,2014-10-14T00:00:00Z,Crab Atlantic Rock,8,0.45,,,,,8.421052631578947,0.47368421052631576
FL14,Fall,2014,46,3,1,16,2014-10-14T00:00:00Z,Crab Atlantic Rock,3,0.24,,,,,3,0.24
FL14,Fall,2014,47,3,1,4,2014-10-14T00:00:00Z,Crab Atlantic Rock,8,1,,,,,8.88888888888889,1.1111111111111112
FL14,Fall,2014,48,3,2,48,2014-10-14T00:00:00Z,Crab Atlantic Rock,3,0.26,,,,,3,0.26
FL14,Fall,2014,49,3,2,77,2014-10-14T00:00:00Z,Crab Atlantic Rock,3,0.26,,,,,3,0.26
FL14,Fall,2014,69,4,1,24,2014-10-21T00:00:00Z,Crab Atlantic Rock,1,0.17,,,,,1,0.17
FL14,Fall,2014,71,4,2,102,2014-10-24T00:00:00Z,Crab Atlantic Rock,3,0.31,,,,,2.857142857142857,0.29523809523809524
FL14,Fall,2014,74,4,2,9,2014-10-25T00:00:00Z,Crab Atlantic Rock,16,2.2600000000000002,,,,,22.857142857142854,3.2285714285714286
FL14,Fall,2014,75,4,1,18,2014-10-25T00:00:00Z,Crab Atlantic Rock,3,0.14,,,,,3,0.14
FL14,Fall,2014,76,4,2,41,2014-10-25T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1,0.08
FL14,Fall,2014,85,5,1,242,2014-10-29T00:00:00Z,Crab Atlantic Rock,2,0.29,,,,,2,0.29
FL14,Fall,2014,89,5,3,244,2014-10-30T00:00:00Z,Crab Atlantic Rock,2,0.17,,,,,2.3529411764705883,0.2
FL14,Fall,2014,92,5,2,190,2014-10-30T00:00:00Z,Crab Atlantic Rock,2,0.12,,,,,3.0769230769230766,0.1846153846153846
FL15,Fall,2015,5,1,1,534,2015-09-28T00:00:00Z,Crab Atlantic Rock,2,0.37,,,,,2.2222222222222223,0.41111111111111115
FL15,Fall,2015,17,1,2,19,2015-10-02T00:00:00Z,Crab Atlantic Rock,2,0.41000000000000003,,,,,3.0769230769230766,0.6307692307692307
FL15,Fall,2015,18,1,1,8,2015-10-02T00:00:00Z,Crab Atlantic Rock,1,0.16,,,,,1,0.16
FL15,Fall,2015,19,1,1,1,2015-10-02T00:00:00Z,Crab Atlantic Rock,4,0.36,,,,,4.444444444444445,0.4
FL15,Fall,2015,20,2,1,288,2015-10-05T00:00:00Z,Crab Atlantic Rock,149,10.98,7.79,,,,149,10.98
FL15,Fall,2015,30,2,1,266,2015-10-08T00:00:00Z,Crab Atlantic Rock,2,0.28,,,,,2.6666666666666665,0.37333333333333335
FL15,Fall,2015,31,2,1,192,2015-10-08T00:00:00Z,Crab Atlantic Rock,6,0.1,,,,,6,0.1
FL15,Fall,2015,39,3,2,390,2015-10-12T00:00:00Z,Crab Atlantic Rock,1,0.01,,,,,1,0.01
FL15,Fall,2015,40,3,1,300,2015-10-12T00:00:00Z,Crab Atlantic Rock,2,0.06,,,,,2,0.06
FL15,Fall,2015,42,3,1,37,2015-10-13T00:00:00Z,Crab Atlantic Rock,7,0.98,,,,,7,0.98
FL15,Fall,2015,43,3,1,9,2015-10-13T00:00:00Z,Crab Atlantic Rock,5,0.72,,,,,6.666666666666666,0.96
FL15,Fall,2015,44,3,1,71,2015-10-13T00:00:00Z,Crab Atlantic Rock,30,0.9,,,,,40,1.2
FL15,Fall,2015,45,3,1,151,2015-10-13T00:00:00Z,Crab Atlantic Rock,1,0.18,,,,,1.1111111111111112,0.2
FL15,Fall,2015,53,3,2,122,2015-10-16T00:00:00Z,Crab Atlantic Rock,11,1.36,,,,,16.92307692307692,2.0923076923076924
FL15,Fall,2015,54,3,1,120,2015-10-16T00:00:00Z,Crab Atlantic Rock,2,0.3,,,,,2,0.3
FL15,Fall,2015,58,4,1,35,2015-10-20T00:00:00Z,Crab Atlantic Rock,5,0.68,,,,,5,0.68
FL15,Fall,2015,59,4,1,48,2015-10-20T00:00:00Z,Crab Atlantic Rock,7,0.86,,,,,7,0.86
FL15,Fall,2015,60,4,1,28,2015-10-20T00:00:00Z,Crab Atlantic Rock,4,0.45,,,,,4,0.45
FL15,Fall,2015,69,4,2,59,2015-10-23T00:00:00Z,Crab Atlantic Rock,11,1.3,,,,,11,1.3
FL15,Fall,2015,71,5,1,257,2015-10-26T00:00:00Z,Crab Atlantic Rock,27,2.75,,,,,33.75,3.4375
FL15,Fall,2015,72,5,1,241,2015-10-26T00:00:00Z,Crab Atlantic Rock,23,2.44,,,,,30.666666666666664,3.253333333333333
FL15,Fall,2015,77,5,3,435,2015-10-28T00:00:00Z,Crab Atlantic Rock,3,0.32,,,,,3.5294117647058822,0.3764705882352941
FL15,Fall,2015,80,5,2,364,2015-10-28T00:00:00Z,Crab Atlantic Rock,4,0.48,,,,,7.2727272727272725,0.8727272727272727
FL16,Fall,2016,2,1,2,594,2016-09-26T00:00:00Z,Crab Atlantic Rock,1,0.11,,,,,1,0.11
FL16,Fall,2016,3,1,1,591,2016-09-26T00:00:00Z,Crab Atlantic Rock,1,0.1,,,,,1.0526315789473684,0.10526315789473684
FL16,Fall,2016,4,1,1,554,2016-09-26T00:00:00Z,Crab Atlantic Rock,2,0.34,,,,,2,0.34
FL16,Fall,2016,5,1,1,534,2016-09-26T00:00:00Z,Crab Atlantic Rock,3,0.52,,,,,3.5294117647058822,0.611764705882353
FL16,Fall,2016,20,1,1,8,2016-09-30T00:00:00Z,Crab Atlantic Rock,2,0.05,,,,,2,0.05
FL16,Fall,2016,21,2,3,611,2016-10-03T00:00:00Z,Crab Atlantic Rock,1,0.09,,,,,1.1764705882352942,0.10588235294117647
FL16,Fall,2016,26,2,1,130,2016-10-04T00:00:00Z,Crab Atlantic Rock,7,0.45,,,,,7.777777777777779,0.5
FL16,Fall,2016,27,2,1,338,2016-10-04T00:00:00Z,Crab Atlantic Rock,3,0.07,,,,,3.5294117647058822,0.0823529411764706
FL16,Fall,2016,29,2,1,112,2016-10-05T00:00:00Z,Crab Atlantic Rock,1,0.003,,,,,1,0.003
FL16,Fall,2016,30,2,1,192,2016-10-05T00:00:00Z,Crab Atlantic Rock,1,0.14,,,,,1.25,0.17500000000000002
FL16,Fall,2016,44,3,1,67,2016-10-12T00:00:00Z,Crab Atlantic Rock,8,1.32,,,,,8,1.32
FL16,Fall,2016,45,3,1,26,2016-10-12T00:00:00Z,Crab Atlantic Rock,3,0.45,,,,,3,0.45
FL16,Fall,2016,56,3,1,133,2016-10-15T00:00:00Z,Crab Atlantic Rock,2,0.37,,,,,2.3529411764705883,0.43529411764705883
FL16,Fall,2016,60,4,1,90,2016-10-18T00:00:00Z,Crab Atlantic Rock,5,0.8300000000000001,,,,,5,0.8300000000000001
FL16,Fall,2016,61,4,1,36,2016-10-18T00:00:00Z,Crab Atlantic Rock,12,1.6500000000000001,,,,,12,1.6500000000000001
FL16,Fall,2016,62,4,1,110,2016-10-18T00:00:00Z,Crab Atlantic Rock,17,2.24,,,,,21.25,2.8000000000000003
FL16,Fall,2016,77,5,1,255,2016-10-26T00:00:00Z,Crab Atlantic Rock,42,5.34,,,,,42,5.34
FL16,Fall,2016,81,5,1,206,2016-10-29T00:00:00Z,Crab Atlantic Rock,1,0.19,,,,,1.3333333333333333,0.2533333333333333
FL16,Fall,2016,83,5,1,115,2016-10-29T00:00:00Z,Crab Atlantic Rock,27,2.0300000000000002,,,,,28.421052631578945,2.136842105263158
FL17,Fall,2017,6,1,1,610,2017-10-02T00:00:00Z,Crab Atlantic Rock,1,0.27,,,,,1.25,0.3375
FL17,Fall,2017,25,1,1,7,2017-10-06T00:00:00Z,Crab Atlantic Rock,3,0.27,,,,,3.3333333333333335,0.30000000000000004
FL17,Fall,2017,30,2,1,528,2017-10-09T00:00:00Z,Crab Atlantic Rock,3,0.05,,,,,3.75,0.0625
FL17,Fall,2017,33,2,1,301,2017-10-10T00:00:00Z,Crab Atlantic Rock,1,0.07,,,,,1.25,0.08750000000000001
FL17,Fall,2017,34,2,1,227,2017-10-10T00:00:00Z,Crab Atlantic Rock,2,0.006,,,,,2,0.006
FL17,Fall,2017,35,2,1,112,2017-10-11T00:00:00Z,Crab Atlantic Rock,2,0.01,,,,,2,0.01
FL17,Fall,2017,52,3,2,323,2017-10-16T00:00:00Z,Crab Atlantic Rock,1,0.004,,,,,1.3333333333333333,0.005333333333333333
FL17,Fall,2017,54,3,2,73,2017-10-17T00:00:00Z,Crab Atlantic Rock,1,0.04,,,,,1,0.04
FL17,Fall,2017,56,3,1,79,2017-10-17T00:00:00Z,Crab Atlantic Rock,3,0.39,,,,,3,0.39
FL17,Fall,2017,65,3,1,179,2017-10-20T00:00:00Z,Crab Atlantic Rock,1,0.01,,,,,1.25,0.0125
FL17,Fall,2017,66,3,2,146,2017-10-20T00:00:00Z,Crab Atlantic Rock,2,0.18,,,,,2.1052631578947367,0.1894736842105263
FL17,Fall,2017,71,4,1,147,2017-10-24T00:00:00Z,Crab Atlantic Rock,5,0.73,,,,,6.666666666666666,0.9733333333333333
FL17,Fall,2017,72,4,1,90,2017-10-24T00:00:00Z,Crab Atlantic Rock,5,1.04,,,,,5,1.04
FL17,Fall,2017,73,4,1,54,2017-10-24T00:00:00Z,Crab Atlantic Rock,9,1.1300000000000001,,,,,10.588235294117647,1.3294117647058825
FL17,Fall,2017,74,4,1,37,2017-10-24T00:00:00Z,Crab Atlantic Rock,2,0.13,,,,,2,0.13
FL17,Fall,2017,78,4,2,11,2017-10-27T00:00:00Z,Crab Atlantic Rock,2,0.25,,,,,2.2222222222222223,0.2777777777777778
FL17,Fall,2017,97,5,2,121,2017-11-04T00:00:00Z,Crab Atlantic Rock,1,0.07,,,,,1,0.07
FL17,Fall,2017,100,5,1,115,2017-11-05T00:00:00Z,Crab Atlantic Rock,5,0.5,,,,,5,0.5
FL18,Fall,2018,11,1,1,197,2018-10-03T00:00:00Z,Crab Atlantic Rock,1,0.19,,,,,1,0.19
FL18,Fall,2018,20,1,1,8,2018-10-05T00:00:00Z,Crab Atlantic Rock,2,0.1,,,,,2,0.1
FL18,Fall,2018,25,2,1,182,2018-10-08T00:00:00Z,Crab Atlantic Rock,8,0.85,,,,,8.88888888888889,0.9444444444444444
FL18,Fall,2018,27,2,1,303,2018-10-09T00:00:00Z,Crab Atlantic Rock,3,0.23,,,,,3,0.23
FL18,Fall,2018,42,3,1,299,2018-10-15T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1.1111111111111112,0.08888888888888889
FL18,Fall,2018,45,3,2,117,2018-10-16T00:00:00Z,Crab Atlantic Rock,1,0.16,,,,,1,0.16
FL18,Fall,2018,46,3,1,124,2018-10-16T00:00:00Z,Crab Atlantic Rock,3,0.15,,,,,3.1578947368421053,0.15789473684210525
FL18,Fall,2018,47,3,2,43,2018-10-16T00:00:00Z,Crab Atlantic Rock,7,0.3,,,,,9.333333333333332,0.39999999999999997
FL18,Fall,2018,49,3,1,125,2018-10-16T00:00:00Z,Crab Atlantic Rock,1,0.02,,,,,1,0.02
FL18,Fall,2018,59,3,1,133,2018-10-19T00:00:00Z,Crab Atlantic Rock,7,1.12,,,,,9.333333333333332,1.4933333333333334
FL18,Fall,2018,60,3,1,171,2018-10-19T00:00:00Z,Crab Atlantic Rock,1,0.05,,,,,1,0.05
FL18,Fall,2018,63,4,1,189,2018-10-23T00:00:00Z,Crab Atlantic Rock,2,0.56,,,,,2.1052631578947367,0.5894736842105264
FL18,Fall,2018,64,4,1,45,2018-10-23T00:00:00Z,Crab Atlantic Rock,8,0.93,,,,,8,0.93
FL18,Fall,2018,65,4,1,28,2018-10-23T00:00:00Z,Crab Atlantic Rock,7,0.79,,,,,7,0.79
FL18,Fall,2018,66,4,1,25,2018-10-23T00:00:00Z,Crab Atlantic Rock,2,0.27,,,,,2,0.27
FL18,Fall,2018,73,4,1,98,2018-10-26T00:00:00Z,Crab Atlantic Rock,25,0.9,,,,,33.33333333333333,1.2
FL18,Fall,2018,74,4,2,72,2018-10-26T00:00:00Z,Crab Atlantic Rock,1,0.03,,,,,1.1111111111111112,0.03333333333333333
FL18,Fall,2018,80,5,1,322,2018-10-29T00:00:00Z,Crab Atlantic Rock,2,0.19,,,,,2.2222222222222223,0.2111111111111111
FL18,Fall,2018,92,5,3,159,2018-11-01T00:00:00Z,Crab Atlantic Rock,5,0.21,,,,,5,0.21
FL18,Fall,2018,96,5,1,115,2018-11-02T00:00:00Z,Crab Atlantic Rock,10,0.6,,,,,10,0.6
FL19,Fall,2019,3,1,1,591,2019-09-23T00:00:00Z,Crab Atlantic Rock,1,0.24,,,,,1,0.24
FL19,Fall,2019,8,1,3,467,2019-09-24T00:00:00Z,Crab Atlantic Rock,1,0.001,,,,,1,0.001
FL19,Fall,2019,19,1,1,23,2019-09-27T00:00:00Z,Crab Atlantic Rock,5,0.19,,,,,5,0.19
FL19,Fall,2019,20,1,1,8,2019-09-27T00:00:00Z,Crab Atlantic Rock,2,0.05,,,,,2,0.05
FL19,Fall,2019,24,2,1,130,2019-09-30T00:00:00Z,Crab Atlantic Rock,9,0.76,,,,,10,0.8444444444444444
FL19,Fall,2019,27,2,1,407,2019-09-30T00:00:00Z,Crab Atlantic Rock,1,0.23,,,,,1.25,0.28750000000000003
FL19,Fall,2019,33,2,1,112,2019-10-02T00:00:00Z,Crab Atlantic Rock,3,0.01,,,,,3,0.01
FL19,Fall,2019,38,2,1,59,2019-10-03T00:00:00Z,Crab Atlantic Rock,11,0.1,,,,,12.941176470588236,0.11764705882352942
FL19,Fall,2019,42,2,4,276,2019-10-03T00:00:00Z,Crab Atlantic Rock,1,0.26,,,,,1,0.26
FL19,Fall,2019,55,3,2,5,2019-10-10T00:00:00Z,Crab Atlantic Rock,2,0.26,,,,,2,0.26
FL19,Fall,2019,56,3,1,62,2019-10-10T00:00:00Z,Crab Atlantic Rock,4,0.27,,,,,4,0.27
FL19,Fall,2019,57,3,1,88,2019-10-10T00:00:00Z,Crab Atlantic Rock,5,0.66,,,,,5.882352941176471,0.7764705882352941
FL19,Fall,2019,60,3,2,146,2019-10-11T00:00:00Z,Crab Atlantic Rock,1,0.08,,,,,1,0.08
FL19,Fall,2019,61,3,1,70,2019-10-11T00:00:00Z,Crab Atlantic Rock,18,1.87,,,,,18.94736842105263,1.9684210526315788
FL19,Fall,2019,62,3,1,16,2019-10-11T00:00:00Z,Crab Atlantic Rock,1,0.05,,,,,1,0.05
