Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Wedin, David
Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"monoculture","litbiomass","year","plot","subplot","abvbiomass","totaln","exp","yearest","nlevel","plotsubplot","Field","FieldPlot"
"Agrostis scabra",7.75,1990,3,32,22.5,0.00807,"e026",1985,1,"3 32",1,"1 3 32"
"Agrostis scabra",57,1991,3,32,15,0.00807,"e026",1985,1,"3 32",1,"1 3 32"
"Agrostis scabra",84.25,1992,3,32,110.75,0.00807,"e026",1985,1,"3 32",1,"1 3 32"
"Agrostis scabra",56,1993,3,32,71.5,0.00807,"e026",1985,1,"3 32",1,"1 3 32"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",11.74825,1986,3,5,26.48019,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
"Agrostis scabra",40.09324,1987,3,5,31.60839,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
"Agrostis scabra",11.75,1988,3,5,25.75,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",5.75,1990,3,5,7.5,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
"Agrostis scabra",12.25,1991,3,5,21,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
"Agrostis scabra",10.5,1992,3,5,27.75,0.008325,"e026",1985,1,"3 5",1,"1 3 5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.88578,1986,3,51,35.75758,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",0,1987,3,51,61.53846,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",2.6,1988,3,51,5.875,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",2.5,1989,3,51,12.25,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",10.35,1990,3,51,23.025,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",19.25,1991,3,51,28.25,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",51.75,1992,3,51,49.75,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
"Agrostis scabra",23,1993,3,51,54.5,0.011824,"e026",1985,1,"3 51",1,"1 3 51"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.00233,1986,3,52,26.34033,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",0,1987,3,52,96.89977,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",11,1988,3,52,26.3,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",6,1989,3,52,54.5,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",13.5,1990,3,52,79.5,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",27.25,1991,3,52,33.5,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",32.5,1992,3,52,61.5,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
"Agrostis scabra",28,1993,3,52,65.75,0.012725,"e026",1985,1,"3 52",1,"1 3 52"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",10.60606,1986,3,7,35.17483,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
"Agrostis scabra",25.96737,1987,3,7,32.86713,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
"Agrostis scabra",11.5,1988,3,7,48.25,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",7.25,1990,3,7,8.25,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
"Agrostis scabra",8,1991,3,7,21.5,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
"Agrostis scabra",19.25,1992,3,7,16.75,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
"Agrostis scabra",11.75,1993,3,7,11.75,0.00793,"e026",1985,1,"3 7",1,"1 3 7"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,4,17,213.37994,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",0,1987,4,17,329.37064,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",47.5,1988,4,17,104,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",83.25,1989,4,17,276.25,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",57,1990,4,17,37.5,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",148,1991,4,17,117,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",17,1992,4,17,114,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
"Agrostis scabra",155.25,1993,4,17,133,0.074981,"e026",1985,3,"4 17",1,"1 4 17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",8.43823,1986,4,18,208.78789,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",0,1987,4,18,252.44756,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",45.15,1988,4,18,49.325,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",24,1989,4,18,264.5,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",84.5,1990,4,18,142.25,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",17.25,1991,4,18,143,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",159,1992,4,18,54.5,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
"Agrostis scabra",174.75,1993,4,18,173.5,0.069666,"e026",1985,3,"4 18",1,"1 4 18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,4,19,196.22379,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",0,1987,4,19,160.13986,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",81.875,1988,4,19,141.35001,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",165.75,1989,4,19,223,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",56.5,1990,4,19,113,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",174,1991,4,19,160.5,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
"Agrostis scabra",66,1992,4,19,278.5,0.062294,"e026",1985,3,"4 19",1,"1 4 19"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",15.68765,1986,4,38,111.6317,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
"Agrostis scabra",133.61305,1987,4,38,177.52914,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
"Agrostis scabra",419.07501,1988,4,38,148.77499,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",285.25,1990,4,38,188.25,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
"Agrostis scabra",274.5,1991,4,38,182,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
"Agrostis scabra",17.955,1992,4,38,192.955,0.058561,"e026",1985,3,"4 38",1,"1 4 38"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1.60839,1986,4,45,196.9697,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",0,1987,4,45,384.00931,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",141.5,1988,4,45,135.25,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",51.25,1989,4,45,252,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",48,1990,4,45,212.75,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",195.5,1991,4,45,57.5,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",113.75,1992,4,45,4.75,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
"Agrostis scabra",10.5,1993,4,45,64,0.062282,"e026",1985,3,"4 45",1,"1 4 45"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",17.48252,1986,4,5,84.73193,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
"Agrostis scabra",106.52681,1987,4,5,133.2634,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
"Agrostis scabra",410.25,1988,4,5,180.25,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",359.75,1990,4,5,108.5,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
"Agrostis scabra",75,1991,4,5,72.75,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
"Agrostis scabra",146.5,1992,4,5,132,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
"Agrostis scabra",90,1993,4,5,110.25,0.052483,"e026",1985,3,"4 5",1,"1 4 5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",4.91841,1986,4,54,175.3147,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",0,1987,4,54,260.90909,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",90,1988,4,54,130.25,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",17.25,1989,4,54,168,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",35.75,1990,4,54,54,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",115.75,1991,4,54,84.25,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",37,1992,4,54,137.75,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
"Agrostis scabra",70.25,1993,4,54,155.5,0.056298,"e026",1985,3,"4 54",1,"1 4 54"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,4,55,272.68066,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",0,1987,4,55,224.42889,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",70.5,1988,4,55,215.25,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",85.5,1989,4,55,221,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",14.75,1990,4,55,75.825,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",72.25,1991,4,55,92,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
"Agrostis scabra",41.5,1992,4,55,112.25,0.053913,"e026",1985,3,"4 55",1,"1 4 55"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,5,18,524.77856,0.16949399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",0,1987,5,18,886.48016,0.16949399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",550.22498,1988,5,18,0.7,0.16949399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",36.25,1989,5,18,35,0.11339399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",58.45,1990,5,18,176.52499,0.16949399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",436,1991,5,18,27.75,0.16949399,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",132.5,1992,5,18,91.75,0.113394,"e026",1985,4,"5 18",1,"1 5 18"
"Agrostis scabra",185.5,1993,5,18,65,0.113394,"e026",1985,4,"5 18",1,"1 5 18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,5,27,372.72726,0.14947,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",0,1987,5,27,847.55243,0.14947,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",313.25,1988,5,27,0,0.14947,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",570,1989,5,27,92.25,0.09337,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",194,1990,5,27,57.75,0.14947,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",432.25,1991,5,27,112.5,0.14947,"e026",1985,4,"5 27",1,"1 5 27"
"Agrostis scabra",47,1992,5,27,1,0.09337,"e026",1985,4,"5 27",1,"1 5 27"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",75.52448,1986,5,29,328.43823,0.183977,"e026",1985,4,"5 29",1,"1 5 29"
"Agrostis scabra",476.10724,1987,5,29,986.48016,0.183977,"e026",1985,4,"5 29",1,"1 5 29"
"Agrostis scabra",862,1988,5,29,263.75,0.183977,"e026",1985,4,"5 29",1,"1 5 29"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",2274.5,1990,5,29,446.75,0.183977,"e026",1985,4,"5 29",1,"1 5 29"
"Agrostis scabra",1983.25,1991,5,29,68.75,0.183977,"e026",1985,4,"5 29",1,"1 5 29"
"Agrostis scabra",1624,1992,5,29,193.25,0.127877,"e026",1985,4,"5 29",1,"1 5 29"
"Agrostis scabra",690.25,1993,5,29,353,0.127877,"e026",1985,4,"5 29",1,"1 5 29"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,5,53,493.86945,0.153995,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",0,1987,5,53,670.62939,0.153995,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",600.25,1988,5,53,0,0.153995,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",4.75,1989,5,53,30.25,0.097895,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",43.25,1990,5,53,268,0.153995,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",355.75,1991,5,53,113.5,0.153995,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",55.75,1992,5,53,0,0.097895,"e026",1985,4,"5 53",1,"1 5 53"
"Agrostis scabra",21.5,1993,5,53,8.25,0.097895,"e026",1985,4,"5 53",1,"1 5 53"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.90909,1986,5,54,473.42657,0.153922,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",0,1987,5,54,702.56409,0.153922,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",328.22501,1988,5,54,0,0.153922,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",0.25,1989,5,54,1.25,0.097822,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",53,1990,5,54,320.75,0.153922,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",188.5,1991,5,54,8,0.153922,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",49,1992,5,54,0,0.097822,"e026",1985,4,"5 54",1,"1 5 54"
"Agrostis scabra",25.25,1993,5,54,0,0.097822,"e026",1985,4,"5 54",1,"1 5 54"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,5,55,483.10022,0.146158,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",0,1987,5,55,1274.8252,0.146158,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",212.75,1988,5,55,0,0.146158,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",316,1989,5,55,158,0.090058,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",39.975,1990,5,55,757.45001,0.146158,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",190.75,1991,5,55,7,0.146158,"e026",1985,4,"5 55",1,"1 5 55"
"Agrostis scabra",20,1992,5,55,0,0.090058,"e026",1985,4,"5 55",1,"1 5 55"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,5,56,502.79721,0.156713,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",0,1987,5,56,744.75525,0.156713,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",287.04999,1988,5,56,0,0.156713,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",189.75,1989,5,56,139.5,0.100613,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",533,1990,5,56,429.5,0.156713,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",382.25,1991,5,56,8.75,0.156713,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",381.25,1992,5,56,0,0.100613,"e026",1985,4,"5 56",1,"1 5 56"
"Agrostis scabra",7.75,1993,5,56,1.25,0.100613,"e026",1985,4,"5 56",1,"1 5 56"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",21.98135,1986,5,58,201.70163,0.13804399,"e026",1985,4,"5 58",1,"1 5 58"
"Agrostis scabra",253.2401,1987,5,58,489.97668,0.13804399,"e026",1985,4,"5 58",1,"1 5 58"
"Agrostis scabra",879.22498,1988,5,58,463.29999,0.13804399,"e026",1985,4,"5 58",1,"1 5 58"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",1010.75,1990,5,58,470.75,0.13804399,"e026",1985,4,"5 58",1,"1 5 58"
"Agrostis scabra",1385.5,1991,5,58,221,0.13804399,"e026",1985,4,"5 58",1,"1 5 58"
"Agrostis scabra",11.75,1992,5,58,461.75,0.081944,"e026",1985,4,"5 58",1,"1 5 58"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,6,16,10.11655,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
"Agrostis scabra",0,1987,6,16,79.02098,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
"Agrostis scabra",4.725,1988,6,16,109.675,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
"Agrostis scabra",23,1989,6,16,26.75,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
"Agrostis scabra",14.5,1990,6,16,170.75,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",4.5,1992,6,16,2.5,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
"Agrostis scabra",16.5,1993,6,16,100,0.019664,"e026",1985,1,"6 16",1,"1 6 16"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",7.55245,1986,6,17,26.99301,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
"Agrostis scabra",32.28438,1987,6,17,43.14685,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
"Agrostis scabra",26,1988,6,17,66.5,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",59.25,1990,6,17,56.75,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
"Agrostis scabra",29.25,1991,6,17,40.25,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
"Agrostis scabra",11.25,1992,6,17,28.25,0.021856,"e026",1985,1,"6 17",1,"1 6 17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.48951,1986,6,20,23.10023,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
"Agrostis scabra",0,1987,6,20,17.48252,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
"Agrostis scabra",8.9,1988,6,20,157,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
"Agrostis scabra",2.5,1989,6,20,10.5,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
"Agrostis scabra",17.25,1990,6,20,44.85,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",8.5,1992,6,20,78.5,0.022573,"e026",1985,1,"6 20",1,"1 6 20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",6.75991,1986,6,26,31.04895,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
"Agrostis scabra",34.75524,1987,6,26,67.55245,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
"Agrostis scabra",13.75,1988,6,26,45.75,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",154,1990,6,26,79.25,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
"Agrostis scabra",9.75,1991,6,26,27.75,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
"Agrostis scabra",32.05,1992,6,26,50,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
"Agrostis scabra",30,1993,6,26,46.5,0.022693,"e026",1985,1,"6 26",1,"1 6 26"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,6,46,27.80886,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",0,1987,6,46,85.45455,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",6,1988,6,46,30,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",35,1989,6,46,86.75,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",20.075,1990,6,46,133.5,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",23,1991,6,46,103.5,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",19.25,1992,6,46,35.25,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
"Agrostis scabra",12,1993,6,46,81,0.019353,"e026",1985,1,"6 46",1,"1 6 46"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.67599,1986,6,48,29.90676,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",0,1987,6,48,79.18415,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",0,1988,6,48,72.75,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",15.5,1989,6,48,40,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",27,1990,6,48,108.25,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",19.75,1991,6,48,87,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
"Agrostis scabra",11,1992,6,48,147.75,0.020461,"e026",1985,1,"6 48",1,"1 6 48"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0,1986,6,51,35.73427,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",0,1987,6,51,121.91142,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",13.75,1988,6,51,62.25,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",18.5,1989,6,51,100.75,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",27.75,1990,6,51,95,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",24,1991,6,51,103.5,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",8.5,1992,6,51,33.5,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
"Agrostis scabra",5.75,1993,6,51,0.05,0.019971,"e026",1985,1,"6 51",1,"1 6 51"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",0.72261,1986,6,52,28.01865,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",0,1987,6,52,88.04196,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",7.6,1988,6,52,92.8,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",11.75,1989,6,52,173.5,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",45.25,1990,6,52,93,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",15.75,1991,6,52,68.75,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",13.25,1992,6,52,89.25,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
"Agrostis scabra",61.5,1993,6,52,109,0.020131,"e026",1985,1,"6 52",1,"1 6 52"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",2.42424,1986,7,1,365.73428,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",0,1987,7,1,734.03265,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",156.39999,1988,7,1,21.325,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",108.25,1989,7,1,144.5,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",123.1,1990,7,1,288.42499,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",92.25,1991,7,1,345.5,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
"Agrostis scabra",22.75,1992,7,1,9.5,0.110597,"e026",1985,3,"7 1",1,"1 7 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",14.49883,1986,7,10,241.07227,0.105,"e026",1985,3,"7 10",1,"1 7 10"
"Agrostis scabra",254.63869,1987,7,10,246.36365,0.105,"e026",1985,3,"7 10",1,"1 7 10"
"Agrostis scabra",761.52502,1988,7,10,269.75,0.105,"e026",1985,3,"7 10",1,"1 7 10"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agrostis scabra",383.75,1990,7,10,299.75,0.105,"e026",1985,3,"7 10",1,"1 7 10"
"Agrostis scabra",877.25,1991,7,10,125,0.105,"e026",1985,3,"7 10",1,"1 7 10"
