Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","Field","Plot","NTrt","NAdd","NitrAdd","NAtm.NAdd","fg","isspecies","richness","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","Ncat","FieldPlot"
"44 A 1984",1,1984,"A",44,7,17,50,18,"F",1,13,48.733,0,309.17,3,"A 44"
"44 A 1985",1,1985,"A",44,7,17,50,18,"F",1,6,224.33,0,268.8,3,"A 44"
"44 A 1986",1,1986,"A",44,7,17,50,18,"F",1,10,144.03,0,727.47,3,"A 44"
"44 A 1987",1,1987,"A",44,7,17,50,18,"C3",1,2,115.4,0,731.23,3,"A 44"
"44 A 1988",1,1988,"A",44,7,17,50,18,"O",1,2,31.4,0,944.37,3,"A 44"
"44 A 1989",1,1989,"A",44,7,17,50,18,"C3",1,2,239.3,0,637.27,3,"A 44"
"44 A 1990",1,1990,"A",44,7,17,50,18,"C3",1,1,128.29,0,412.7,3,"A 44"
"44 A 1991",1,1991,"A",44,7,17,50,18,"C3",1,1,319.53,0,1302.2,3,"A 44"
"44 A 1992",1,1992,"A",44,7,17,50,18,"C3",1,2,149.8,0,739.33,3,"A 44"
"44 A 1993",1,1993,"A",44,7,17,50,18,"",0,3,227.9,0,948.1,3,"A 44"
"44 A 1994",1,1994,"A",44,7,17,50,18,"C3",1,2,95.783,0,1028.5,3,"A 44"
"44 A 1995",1,1995,"A",44,7,17,50,18,"F",1,6,316.5,0,718.6,3,"A 44"
"44 A 1996",1,1996,"A",44,7,17,50,18,"C4",1,3,200.03,0.117,1236.3,3,"A 44"
"44 A 1997",1,1997,"A",44,7,17,50,18,"C3",1,2,97.633,0,867.07,3,"A 44"
"44 A 1998",1,1998,"A",44,7,17,50,18,"L",1,3,241.63,0,1503.4,3,"A 44"
"44 A 1999",1,1999,"A",44,7,17,50,18,"F",1,5,481.06,0,1413.3,3,"A 44"
"44 A 2000",1,2000,"A",44,7,17,50,18,"F",1,3,222.83,0,62.733,3,"A 44"
"44 A 2001",1,2001,"A",44,7,17,50,18,"",0,2,185.89,0,684.07,3,"A 44"
"44 A 2002",1,2002,"A",44,7,17,50,18,"C3",1,5,314.17,0,945.5,3,"A 44"
"44 A 2003",1,2003,"A",44,7,17,50,18,"F",1,2,64,0,903.63,3,"A 44"
"44 A 2004",1,2004,"A",44,7,17,50,18,"F",1,3,282.17,0,396.02,3,"A 44"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44 A 2008",1,2008,"A",44,7,17,50,18,"C3",1,4,109.87,0,0,3,"A 44"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48 A 1982",1,1982,"A",48,7,17,50,18,"F",1,9,32.3,0,165.4,3,"A 48"
"48 A 1983",1,1983,"A",48,7,17,50,18,"F",1,13,80.367,0,109.5,3,"A 48"
"48 A 1984",1,1984,"A",48,7,17,50,18,"G",1,7,201.27,0,393.63,3,"A 48"
"48 A 1985",1,1985,"A",48,7,17,50,18,"F",1,4,228.4,0,411.67,3,"A 48"
"48 A 1986",1,1986,"A",48,7,17,50,18,"F",1,4,243,0,1249.6,3,"A 48"
"48 A 1987",1,1987,"A",48,7,17,50,18,"C3",1,2,196.63,0,871.37,3,"A 48"
"48 A 1988",1,1988,"A",48,7,17,50,18,"C3",1,2,8.733,0,658.43,3,"A 48"
"48 A 1989",1,1989,"A",48,7,17,50,18,"C3",1,3,364.47,0,311.4,3,"A 48"
"48 A 1990",1,1990,"A",48,7,17,50,18,"F",1,3,123.8,0,396.1,3,"A 48"
"48 A 1991",1,1991,"A",48,7,17,50,18,"C3",1,1,204.07,0,1416.8,3,"A 48"
"48 A 1992",1,1992,"A",48,7,17,50,18,"C3",1,2,237.2,0,619.53,3,"A 48"
"48 A 1993",1,1993,"A",48,7,17,50,18,"F",1,4,131.57,0,511.4,3,"A 48"
"48 A 1994",1,1994,"A",48,7,17,50,18,"F",1,3,132.33,0,413.63,3,"A 48"
"48 A 1995",1,1995,"A",48,7,17,50,18,"F",1,4,148.57,0,773.07,3,"A 48"
"48 A 1996",1,1996,"A",48,7,17,50,18,"F",1,3,164.97,0,678.6,3,"A 48"
"48 A 1997",1,1997,"A",48,7,17,50,18,"F",1,3,96.2,0,613.73,3,"A 48"
"48 A 1998",1,1998,"A",48,7,17,50,18,"F",1,3,278.03,0,859.6,3,"A 48"
"48 A 1999",1,1999,"A",48,7,17,50,18,"F",1,4,514.31,0,425.4,3,"A 48"
"48 A 2000",1,2000,"A",48,7,17,50,18,"F",1,3,158,0,707.03,3,"A 48"
"48 A 2001",1,2001,"A",48,7,17,50,18,"C3",1,5,345.57,0,674.9,3,"A 48"
"48 A 2002",1,2002,"A",48,7,17,50,18,"F",1,5,510.87,0,744.2,3,"A 48"
"48 A 2003",1,2003,"A",48,7,17,50,18,"C3",1,1,152.07,0,694.03,3,"A 48"
"48 A 2004",1,2004,"A",48,7,17,50,18,"F",1,4,284.5,0,278.63,3,"A 48"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48 A 2008",1,2008,"A",48,7,17,50,18,"C3",1,5,180.4,0,0,3,"A 48"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52 A 1982",1,1982,"A",52,8,27.2,80,28.2,"F",1,8,35.967,0,360.9,3,"A 52"
"52 A 1983",1,1983,"A",52,8,27.2,80,28.2,"L",1,7,388.2,0,74.4,3,"A 52"
"52 A 1984",1,1984,"A",52,8,27.2,80,28.2,"",0,4,710.27,0,249.67,3,"A 52"
"52 A 1985",1,1985,"A",52,8,27.2,80,28.2,"F",1,3,275.37,0,380.87,3,"A 52"
"52 A 1986",1,1986,"A",52,8,27.2,80,28.2,"F",1,2,244,0,1955,3,"A 52"
"52 A 1987",1,1987,"A",52,8,27.2,80,28.2,"C3",1,2,216.17,0,667.87,3,"A 52"
"52 A 1988",1,1988,"A",52,8,27.2,80,28.2,"C3",1,1,38.333,0,999.37,3,"A 52"
"52 A 1989",1,1989,"A",52,8,27.2,80,28.2,"C3",1,2,363.87,0,662,3,"A 52"
"52 A 1990",1,1990,"A",52,8,27.2,80,28.2,"C3",1,1,199.47,0,1273.2,3,"A 52"
"52 A 1991",1,1991,"A",52,8,27.2,80,28.2,"C4",1,2,204.27,0,470.6,3,"A 52"
"52 A 1992",1,1992,"A",52,8,27.2,80,28.2,"F",1,6,114.73,0,436,3,"A 52"
"52 A 1993",1,1993,"A",52,8,27.2,80,28.2,"F",1,8,254.63,0,408.57,3,"A 52"
"52 A 1994",1,1994,"A",52,8,27.2,80,28.2,"F",1,6,56.267,0,386.07,3,"A 52"
"52 A 1995",1,1995,"A",52,8,27.2,80,28.2,"F",1,5,180.33,0,533.63,3,"A 52"
"52 A 1996",1,1996,"A",52,8,27.2,80,28.2,"F",1,3,185.97,0,496.27,3,"A 52"
"52 A 1997",1,1997,"A",52,8,27.2,80,28.2,"F",1,4,85.767,0,624.17,3,"A 52"
"52 A 1998",1,1998,"A",52,8,27.2,80,28.2,"L",1,4,221,0,548.9,3,"A 52"
"52 A 1999",1,1999,"A",52,8,27.2,80,28.2,"F",1,3,418.71,0,1131.3,3,"A 52"
"52 A 2000",1,2000,"A",52,8,27.2,80,28.2,"C3",1,2,155.03,0,126.2,3,"A 52"
"52 A 2001",1,2001,"A",52,8,27.2,80,28.2,"F",1,6,192.07,0,637.7,3,"A 52"
"52 A 2002",1,2002,"A",52,8,27.2,80,28.2,"F",1,5,271.77,0,439.97,3,"A 52"
"52 A 2003",1,2003,"A",52,8,27.2,80,28.2,"C3",1,3,45.033,0,408.8,3,"A 52"
"52 A 2004",1,2004,"A",52,8,27.2,80,28.2,"F",1,5,260.7,0,0.2767,3,"A 52"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52 A 2008",1,2008,"A",52,8,27.2,80,28.2,"C3",1,3,147.08,0,7.32,3,"A 52"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3 B 1982",1,1982,"B",3,8,27.2,80,28.2,"C3",1,13,0,207.33,325.27,3,"B 3"
"3 B 1983",1,1983,"B",3,8,27.2,80,28.2,"F",1,6,0,395.4,524.8,3,"B 3"
"3 B 1984",1,1984,"B",3,8,27.2,80,28.2,"O",1,4,0,78.36,259.87,3,"B 3"
"3 B 1985",1,1985,"B",3,8,27.2,80,28.2,"C3",1,6,0.997,98.133,1707.7,3,"B 3"
"3 B 1986",1,1986,"B",3,8,27.2,80,28.2,"C4",1,3,0,78,853.83,3,"B 3"
"3 B 1987",1,1987,"B",3,8,27.2,80,28.2,"C4",1,3,233.93,49.933,2005,3,"B 3"
"3 B 1988",1,1988,"B",3,8,27.2,80,28.2,"C3",1,3,17.8,4.7,1368.1,3,"B 3"
"3 B 1989",1,1989,"B",3,8,27.2,80,28.2,"C3",1,2,354.8,0,1062.2,3,"B 3"
"3 B 1990",1,1990,"B",3,8,27.2,80,28.2,"C3",1,1,233,0,1179,3,"B 3"
"3 B 1991",1,1991,"B",3,8,27.2,80,28.2,"C3",1,1,220.97,0,969.67,3,"B 3"
"3 B 1992",1,1992,"B",3,8,27.2,80,28.2,"C3",1,1,504.53,0,724.43,3,"B 3"
"3 B 1993",1,1993,"B",3,8,27.2,80,28.2,"C3",1,2,310.87,0,878.3,3,"B 3"
"3 B 1994",1,1994,"B",3,8,27.2,80,28.2,"C3",1,2,292.6,0,949,3,"B 3"
"3 B 1995",1,1995,"B",3,8,27.2,80,28.2,"",0,1,545.13,0,283.97,3,"B 3"
"3 B 1996",1,1996,"B",3,8,27.2,80,28.2,"C4",1,3,335.57,0.213,615.73,3,"B 3"
"3 B 1997",1,1997,"B",3,8,27.2,80,28.2,"C3",1,1,277.1,0,465.17,3,"B 3"
"3 B 1998",1,1998,"B",3,8,27.2,80,28.2,"C3",1,1,114.8,0,852.27,3,"B 3"
"3 B 1999",1,1999,"B",3,8,27.2,80,28.2,"C3",1,2,208.27,0,905.04,3,"B 3"
"3 B 2000",1,2000,"B",3,8,27.2,80,28.2,"C3",1,2,228.13,0,354.73,3,"B 3"
"3 B 2001",1,2001,"B",3,8,27.2,80,28.2,"C3",1,2,391.1,0,746.53,3,"B 3"
"3 B 2002",1,2002,"B",3,8,27.2,80,28.2,"C3",1,2,322.7,0,700.3,3,"B 3"
"3 B 2003",1,2003,"B",3,8,27.2,80,28.2,"C3",1,3,118.63,0,862.63,3,"B 3"
"3 B 2004",1,2004,"B",3,8,27.2,80,28.2,"S",1,2,156.1,0,327.53,3,"B 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3 B 2008",1,2008,"B",3,8,27.2,80,28.2,"C3",1,2,180.52,0,0,3,"B 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4 B 1982",1,1982,"B",4,8,27.2,80,28.2,"F",1,9,0,234.63,354.93,3,"B 4"
"4 B 1983",1,1983,"B",4,8,27.2,80,28.2,"F",1,4,72.067,699.67,432.17,3,"B 4"
"4 B 1984",1,1984,"B",4,8,27.2,80,28.2,"O",1,4,124.63,65,530.67,3,"B 4"
"4 B 1985",1,1985,"B",4,8,27.2,80,28.2,"O",1,4,441.33,14.107,1204.1,3,"B 4"
"4 B 1986",1,1986,"B",4,8,27.2,80,28.2,"C4",1,3,473.3,0.833,695.53,3,"B 4"
"4 B 1987",1,1987,"B",4,8,27.2,80,28.2,"C3",1,2,542.7,0,2240.7,3,"B 4"
"4 B 1988",1,1988,"B",4,8,27.2,80,28.2,"C4",1,3,167.83,0.033,1230.6,3,"B 4"
"4 B 1989",1,1989,"B",4,8,27.2,80,28.2,"C3",1,1,379,0,481.6,3,"B 4"
"4 B 1990",1,1990,"B",4,8,27.2,80,28.2,"C3",1,2,315.7,0,1523,3,"B 4"
"4 B 1991",1,1991,"B",4,8,27.2,80,28.2,"C3",1,2,347.13,0,732.63,3,"B 4"
"4 B 1992",1,1992,"B",4,8,27.2,80,28.2,"F",1,2,332.97,0,1063.7,3,"B 4"
"4 B 1993",1,1993,"B",4,8,27.2,80,28.2,"C3",1,2,579.57,0,1049.7,3,"B 4"
"4 B 1994",1,1994,"B",4,8,27.2,80,28.2,"O",1,3,368.3,0,619.87,3,"B 4"
"4 B 1995",1,1995,"B",4,8,27.2,80,28.2,"F",1,3,610.9,0,271.37,3,"B 4"
"4 B 1996",1,1996,"B",4,8,27.2,80,28.2,"C3",1,2,427.83,0,433.4,3,"B 4"
"4 B 1997",1,1997,"B",4,8,27.2,80,28.2,"C3",1,2,252.73,0,479.43,3,"B 4"
"4 B 1998",1,1998,"B",4,8,27.2,80,28.2,"C3",1,2,258.87,0,747.77,3,"B 4"
"4 B 1999",1,1999,"B",4,8,27.2,80,28.2,"C3",1,2,311.65,0,669.47,3,"B 4"
"4 B 2000",1,2000,"B",4,8,27.2,80,28.2,"C3",1,2,269.17,0,356.23,3,"B 4"
"4 B 2001",1,2001,"B",4,8,27.2,80,28.2,"F",1,3,258.27,0,838.83,3,"B 4"
"4 B 2002",1,2002,"B",4,8,27.2,80,28.2,"C3",1,2,262.9,0,588.63,3,"B 4"
"4 B 2003",1,2003,"B",4,8,27.2,80,28.2,"C3",1,2,125.93,0,904.33,3,"B 4"
"4 B 2004",1,2004,"B",4,8,27.2,80,28.2,"S",1,2,243.78,0,186.77,3,"B 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4 B 2008",1,2008,"B",4,8,27.2,80,28.2,"C3",1,1,163.5,0,0,3,"B 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8 B 1982",1,1982,"B",8,7,17,50,18,"C3",1,14,0,571.73,320.63,3,"B 8"
"8 B 1983",1,1983,"B",8,7,17,50,18,"C3",1,11,0,292.93,463,3,"B 8"
"8 B 1984",1,1984,"B",8,7,17,50,18,"L",1,6,0,129,197.67,3,"B 8"
"8 B 1985",1,1985,"B",8,7,17,50,18,"F",1,6,0,264.73,1804,3,"B 8"
"8 B 1986",1,1986,"B",8,7,17,50,18,"F",1,5,0,96.267,535.17,3,"B 8"
"8 B 1987",1,1987,"B",8,7,17,50,18,"F",1,4,0,174.57,2198.6,3,"B 8"
"8 B 1988",1,1988,"B",8,7,17,50,18,"C3",1,3,0.067,2.667,1820.4,3,"B 8"
"8 B 1989",1,1989,"B",8,7,17,50,18,"F",1,5,0,148.1,926.1,3,"B 8"
"8 B 1990",1,1990,"B",8,7,17,50,18,"F",1,4,3.133,72.6,503.53,3,"B 8"
"8 B 1991",1,1991,"B",8,7,17,50,18,"C3",1,7,70,9.633,801.57,3,"B 8"
"8 B 1992",1,1992,"B",8,7,17,50,18,"F",1,4,64.107,23.857,950.47,3,"B 8"
"8 B 1993",1,1993,"B",8,7,17,50,18,"",0,3,241.47,16.933,686.5,3,"B 8"
"8 B 1994",1,1994,"B",8,7,17,50,18,"F",1,5,185.6,6.667,581.43,3,"B 8"
"8 B 1995",1,1995,"B",8,7,17,50,18,"F",1,4,476.9,0.464,91.367,3,"B 8"
"8 B 1996",1,1996,"B",8,7,17,50,18,"C3",1,2,319.7,0,324.3,3,"B 8"
"8 B 1997",1,1997,"B",8,7,17,50,18,"F",1,5,249.57,0,277.6,3,"B 8"
"8 B 1998",1,1998,"B",8,7,17,50,18,"C4",1,3,263.83,0,866.13,3,"B 8"
"8 B 1999",1,1999,"B",8,7,17,50,18,"C3",1,2,82.373,0,538.78,3,"B 8"
"8 B 2000",1,2000,"B",8,7,17,50,18,"C3",1,2,103.73,0,150.23,3,"B 8"
"8 B 2001",1,2001,"B",8,7,17,50,18,"C3",1,2,87.767,0,674.4,3,"B 8"
"8 B 2002",1,2002,"B",8,7,17,50,18,"C3",1,2,110.63,0,459.87,3,"B 8"
"8 B 2003",1,2003,"B",8,7,17,50,18,"F",1,3,101.47,0,1447,3,"B 8"
"8 B 2004",1,2004,"B",8,7,17,50,18,"F",1,4,186.61,0.0867,331.18,3,"B 8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8 B 2008",1,2008,"B",8,7,17,50,18,"C3",1,3,80.95,0,0,3,"B 8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15 B 1982",1,1982,"B",15,7,17,50,18,"F",1,17,0,322.5,606,3,"B 15"
"15 B 1983",1,1983,"B",15,7,17,50,18,"F",1,10,0,466.97,397.67,3,"B 15"
"15 B 1984",1,1984,"B",15,7,17,50,18,"C3",1,9,4.233,336.13,866.47,3,"B 15"
"15 B 1985",1,1985,"B",15,7,17,50,18,"O",1,5,166.47,105.4,1134.1,3,"B 15"
"15 B 1986",1,1986,"B",15,7,17,50,18,"F",1,6,170.72,65.133,1000.6,3,"B 15"
"15 B 1987",1,1987,"B",15,7,17,50,18,"L",1,4,363,32.1,1332.2,3,"B 15"
"15 B 1988",1,1988,"B",15,7,17,50,18,"C3",1,4,183.7,4.533,838.8,3,"B 15"
"15 B 1989",1,1989,"B",15,7,17,50,18,"C3",1,2,225.23,0,516.67,3,"B 15"
"15 B 1990",1,1990,"B",15,7,17,50,18,"C3",1,2,286,0,573.7,3,"B 15"
"15 B 1991",1,1991,"B",15,7,17,50,18,"C3",1,2,442.6,0,882.07,3,"B 15"
"15 B 1992",1,1992,"B",15,7,17,50,18,"C3",1,1,355.2,0,903.93,3,"B 15"
"15 B 1993",1,1993,"B",15,7,17,50,18,"C3",1,2,341.47,0,972.17,3,"B 15"
"15 B 1994",1,1994,"B",15,7,17,50,18,"C3",1,2,194.3,0,662,3,"B 15"
"15 B 1995",1,1995,"B",15,7,17,50,18,"F",1,3,444.9,0,515.47,3,"B 15"
"15 B 1996",1,1996,"B",15,7,17,50,18,"C3",1,2,327.2,0,338.23,3,"B 15"
"15 B 1997",1,1997,"B",15,7,17,50,18,"C3",1,2,129,0,515.23,3,"B 15"
"15 B 1998",1,1998,"B",15,7,17,50,18,"",0,2,192.2,0,665.2,3,"B 15"
"15 B 1999",1,1999,"B",15,7,17,50,18,"",0,2,196.58,0,588.48,3,"B 15"
"15 B 2000",1,2000,"B",15,7,17,50,18,"C3",1,2,172.2,0,388.13,3,"B 15"
"15 B 2001",1,2001,"B",15,7,17,50,18,"C3",1,2,249.83,0,704.9,3,"B 15"
"15 B 2002",1,2002,"B",15,7,17,50,18,"C3",1,2,394.73,0,888.7,3,"B 15"
"15 B 2003",1,2003,"B",15,7,17,50,18,"C3",1,2,194.7,0,593.33,3,"B 15"
"15 B 2004",1,2004,"B",15,7,17,50,18,"",0,4,272.96,0,230.5,3,"B 15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15 B 2008",1,2008,"B",15,7,17,50,18,"C3",1,3,92.55,0,0,3,"B 15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18 B 1982",1,1982,"B",18,7,17,50,18,"C4",1,13,0,310.1,971.13,3,"B 18"
"18 B 1983",1,1983,"B",18,7,17,50,18,"C3",1,6,2.167,435.2,372.57,3,"B 18"
"18 B 1984",1,1984,"B",18,7,17,50,18,"F",1,9,25.8,223.03,897.67,3,"B 18"
"18 B 1985",1,1985,"B",18,7,17,50,18,"F",1,6,33.1,150.2,812.23,3,"B 18"
"18 B 1986",1,1986,"B",18,7,17,50,18,"F",1,5,332.17,78.367,442.63,3,"B 18"
"18 B 1987",1,1987,"B",18,7,17,50,18,"C4",1,4,192.37,78.7,1499.7,3,"B 18"
"18 B 1988",1,1988,"B",18,7,17,50,18,"C3",1,3,92.167,4.633,1644.4,3,"B 18"
"18 B 1989",1,1989,"B",18,7,17,50,18,"C3",1,2,397.23,0,637.13,3,"B 18"
"18 B 1990",1,1990,"B",18,7,17,50,18,"C3",1,3,405.57,0.667,1328.9,3,"B 18"
"18 B 1991",1,1991,"B",18,7,17,50,18,"C3",1,3,291.97,0,807.47,3,"B 18"
"18 B 1992",1,1992,"B",18,7,17,50,18,"F",1,4,236.33,0,878.3,3,"B 18"
"18 B 1993",1,1993,"B",18,7,17,50,18,"C3",1,5,274.3,0,558.87,3,"B 18"
"18 B 1994",1,1994,"B",18,7,17,50,18,"F",1,4,234.27,0,443.1,3,"B 18"
"18 B 1995",1,1995,"B",18,7,17,50,18,"F",1,4,250.23,1.6,137.23,3,"B 18"
"18 B 1996",1,1996,"B",18,7,17,50,18,"C3",1,2,277.5,0,518.43,3,"B 18"
"18 B 1997",1,1997,"B",18,7,17,50,18,"C3",1,2,176.47,0,349.9,3,"B 18"
"18 B 1998",1,1998,"B",18,7,17,50,18,"C4",1,4,188.93,0.467,645.23,3,"B 18"
"18 B 1999",1,1999,"B",18,7,17,50,18,"F",1,3,86.033,0,1077.7,3,"B 18"
"18 B 2000",1,2000,"B",18,7,17,50,18,"C3",1,2,70.867,0,380.6,3,"B 18"
"18 B 2001",1,2001,"B",18,7,17,50,18,"F",1,3,170.6,0,806.2,3,"B 18"
"18 B 2002",1,2002,"B",18,7,17,50,18,"C3",1,2,346.23,0,635.8,3,"B 18"
"18 B 2003",1,2003,"B",18,7,17,50,18,"C3",1,2,102.9,0,938.47,3,"B 18"
"18 B 2004",1,2004,"B",18,7,17,50,18,"F",1,3,178.1,0,589.17,3,"B 18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18 B 2008",1,2008,"B",18,7,17,50,18,"C3",1,3,75.52,0,0,3,"B 18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22 B 1982",1,1982,"B",22,8,27.2,80,28.2,"C3",1,9,0,197.17,327.6,3,"B 22"
"22 B 1983",1,1983,"B",22,8,27.2,80,28.2,"C4",1,6,0,238.47,461.07,3,"B 22"
"22 B 1984",1,1984,"B",22,8,27.2,80,28.2,"F",1,6,0.67,168.67,1042.3,3,"B 22"
"22 B 1985",1,1985,"B",22,8,27.2,80,28.2,"F",1,6,51.567,14.077,966.23,3,"B 22"
"22 B 1986",1,1986,"B",22,8,27.2,80,28.2,"C4",1,3,233.1,12.4,456.23,3,"B 22"
"22 B 1987",1,1987,"B",22,8,27.2,80,28.2,"C4",1,3,429.8,0.267,761.57,3,"B 22"
"22 B 1988",1,1988,"B",22,8,27.2,80,28.2,"O",1,3,96.433,0.267,1325,3,"B 22"
"22 B 1989",1,1989,"B",22,8,27.2,80,28.2,"C3",1,1,334.03,0,976.63,3,"B 22"
"22 B 1990",1,1990,"B",22,8,27.2,80,28.2,"C3",1,2,370.33,0,2058.2,3,"B 22"
"22 B 1991",1,1991,"B",22,8,27.2,80,28.2,"C3",1,1,214.43,0,902.43,3,"B 22"
"22 B 1992",1,1992,"B",22,8,27.2,80,28.2,"C3",1,1,327.17,0,944.13,3,"B 22"
"22 B 1993",1,1993,"B",22,8,27.2,80,28.2,"C3",1,2,792.37,0,665.2,3,"B 22"
"22 B 1994",1,1994,"B",22,8,27.2,80,28.2,"C3",1,2,434.03,0,603.33,3,"B 22"
"22 B 1995",1,1995,"B",22,8,27.2,80,28.2,"C3",1,2,496.4,0,206.67,3,"B 22"
"22 B 1996",1,1996,"B",22,8,27.2,80,28.2,"C3",1,2,368.77,0,557.93,3,"B 22"
"22 B 1997",1,1997,"B",22,8,27.2,80,28.2,"C3",1,2,277.03,0,619.7,3,"B 22"
"22 B 1998",1,1998,"B",22,8,27.2,80,28.2,"C3",1,3,202.87,0,1297.7,3,"B 22"
"22 B 1999",1,1999,"B",22,8,27.2,80,28.2,"C3",1,2,338.35,0,1091.1,3,"B 22"
"22 B 2000",1,2000,"B",22,8,27.2,80,28.2,"C3",1,2,121.63,0,234.07,3,"B 22"
"22 B 2001",1,2001,"B",22,8,27.2,80,28.2,"C3",1,3,209.5,0,896.03,3,"B 22"
"22 B 2002",1,2002,"B",22,8,27.2,80,28.2,"F",1,3,224.03,0,571.13,3,"B 22"
"22 B 2003",1,2003,"B",22,8,27.2,80,28.2,"C3",1,2,170.53,0,1076.4,3,"B 22"
"22 B 2004",1,2004,"B",22,8,27.2,80,28.2,"C4",1,3,224.08,0,371.14,3,"B 22"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22 B 2008",1,2008,"B",22,8,27.2,80,28.2,"C3",1,2,162.82,0,0,3,"B 22"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39 B 1982",1,1982,"B",39,8,27.2,80,28.2,"F",1,11,0,406.07,221.1,3,"B 39"
"39 B 1983",1,1983,"B",39,8,27.2,80,28.2,"C3",1,8,0,511.53,477.5,3,"B 39"
"39 B 1984",1,1984,"B",39,8,27.2,80,28.2,"F",1,5,0,299.67,500.33,3,"B 39"
"39 B 1985",1,1985,"B",39,8,27.2,80,28.2,"L",1,6,0,284.5,1090,3,"B 39"
"39 B 1986",1,1986,"B",39,8,27.2,80,28.2,"C4",1,8,0,126.97,1130.1,3,"B 39"
"39 B 1987",1,1987,"B",39,8,27.2,80,28.2,"F",1,8,1.867,173.23,999.37,3,"B 39"
"39 B 1988",1,1988,"B",39,8,27.2,80,28.2,"F",1,3,0,95.433,1179.9,3,"B 39"
"39 B 1989",1,1989,"B",39,8,27.2,80,28.2,"F",1,3,49.367,155.23,997.9,3,"B 39"
"39 B 1990",1,1990,"B",39,8,27.2,80,28.2,"C4",1,3,24.3,46.867,620.87,3,"B 39"
"39 B 1991",1,1991,"B",39,8,27.2,80,28.2,"C3",1,6,198.17,20.31,1185.3,3,"B 39"
"39 B 1992",1,1992,"B",39,8,27.2,80,28.2,"F",1,4,260.4,9.167,429.43,3,"B 39"
"39 B 1993",1,1993,"B",39,8,27.2,80,28.2,"F",1,5,383.53,19.4,436.03,3,"B 39"
"39 B 1994",1,1994,"B",39,8,27.2,80,28.2,"C4",1,3,226.53,2.053,98.567,3,"B 39"
"39 B 1995",1,1995,"B",39,8,27.2,80,28.2,"F",1,5,414.33,2.2,170.67,3,"B 39"
"39 B 1996",1,1996,"B",39,8,27.2,80,28.2,"C3",1,3,223.93,0,372.93,3,"B 39"
"39 B 1997",1,1997,"B",39,8,27.2,80,28.2,"C3",1,2,253.93,0,365.7,3,"B 39"
