Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","OldField","Plot","Transect","YearAb","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","precipmm","FieldPlot"
"2011 28 1 Y",54,2011,"28",1,"Y",1989,7.6,0,13.67,440.69,"28 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992 28 2 W",54,1992,"28",2,"W",1989,0,0,12.183,297.434,"28 2"
"1993 28 2 W",54,1993,"28",2,"W",1989,44.367,0,47.733,531.876,"28 2"
"1994 28 2 W",54,1994,"28",2,"W",1989,74.7,0.134,45.933,314.96,"28 2"
"1995 28 2 W",54,1995,"28",2,"W",1989,145.733,0.476,232.4,440.436,"28 2"
"1996 28 2 W",54,1996,"28",2,"W",1989,115.2,0.283,107.3,325.628,"28 2"
"1997 28 2 W",54,1997,"28",2,"W",1989,24.3,0,30.6,408.178,"28 2"
"1998 28 2 W",54,1998,"28",2,"W",1989,2.067,0,60.967,263.144,"28 2"
"1999 28 2 W",54,1999,"28",2,"W",1989,70.033,0,99.7,369.062,"28 2"
"2000 28 2 W",54,2000,"28",2,"W",1989,45,0,48.167,255.016,"28 2"
"2001 28 2 W",54,2001,"28",2,"W",1989,44.533,0.033,83.433,248.92,"28 2"
"2002 28 2 W",54,2002,"28",2,"W",1989,50.433,0,64.067,439.42,"28 2"
"2003 28 2 W",54,2003,"28",2,"W",1989,28.4333,0,62.3,229.616,"28 2"
"2004 28 2 W",54,2004,"28",2,"W",1989,46.4,0,24.4,239.014,"28 2"
"2005 28 2 W",54,2005,"28",2,"W",1989,37.9,0,91.8,285.242,"28 2"
"2006 28 2 W",54,2006,"28",2,"W",1989,12.28,0,70.003,251.46,"28 2"
"2007 28 2 W",54,2007,"28",2,"W",1989,0.63,0,196.2,236.22,"28 2"
"2008 28 2 W",54,2008,"28",2,"W",1989,1.2,0.13,60.5,188.722,"28 2"
"2009 28 2 W",54,2009,"28",2,"W",1989,17.97,2.6,18.1,322.326,"28 2"
"2010 28 2 W",54,2010,"28",2,"W",1989,0,0.1,100.63,367.792,"28 2"
"2011 28 2 W",54,2011,"28",2,"W",1989,8.6,0,1.97,440.69,"28 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992 28 3 R",54,1992,"28",3,"R",1989,0,0,6.27,297.434,"28 3"
"1993 28 3 R",54,1993,"28",3,"R",1989,7.233,0,33.267,531.876,"28 3"
"1994 28 3 R",54,1994,"28",3,"R",1989,5.633,0.017,21.867,314.96,"28 3"
"1995 28 3 R",54,1995,"28",3,"R",1989,4.767,0,35.133,440.436,"28 3"
"1996 28 3 R",54,1996,"28",3,"R",1989,16.267,0.07,58.133,325.628,"28 3"
"1997 28 3 R",54,1997,"28",3,"R",1989,45.2,0,65.033,408.178,"28 3"
"1998 28 3 R",54,1998,"28",3,"R",1989,50.467,0.133,81.9,263.144,"28 3"
"1999 28 3 R",54,1999,"28",3,"R",1989,56.9,0,23.667,369.062,"28 3"
"2000 28 3 R",54,2000,"28",3,"R",1989,13.467,0.333,60.033,255.016,"28 3"
"2001 28 3 R",54,2001,"28",3,"R",1989,58.767,0,43.333,248.92,"28 3"
"2002 28 3 R",54,2002,"28",3,"R",1989,39.933,0,47.667,439.42,"28 3"
"2003 28 3 R",54,2003,"28",3,"R",1989,28.8667,0,112.167,229.616,"28 3"
"2004 28 3 R",54,2004,"28",3,"R",1989,17.3333,0,151.887,239.014,"28 3"
"2005 28 3 R",54,2005,"28",3,"R",1989,36.067,1.9,38,285.242,"28 3"
"2006 28 3 R",54,2006,"28",3,"R",1989,19.49,0,35.853,251.46,"28 3"
"2007 28 3 R",54,2007,"28",3,"R",1989,36.53,6.37,50.7,236.22,"28 3"
"2008 28 3 R",54,2008,"28",3,"R",1989,1.65,6.12,7.9,188.722,"28 3"
"2009 28 3 R",54,2009,"28",3,"R",1989,0,46.57,71.17,322.326,"28 3"
"2010 28 3 R",54,2010,"28",3,"R",1989,1.17,0.2,31.5,367.792,"28 3"
"2011 28 3 R",54,2011,"28",3,"R",1989,24.2,20.47,9.93,440.69,"28 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992 28 4 G",54,1992,"28",4,"G",1989,211.033,0,33.983,297.434,"28 4"
"1993 28 4 G",54,1993,"28",4,"G",1989,178.067,0,110.433,531.876,"28 4"
"1994 28 4 G",54,1994,"28",4,"G",1989,104.433,0,148.567,314.96,"28 4"
"1995 28 4 G",54,1995,"28",4,"G",1989,124.833,0,317.433,440.436,"28 4"
"1996 28 4 G",54,1996,"28",4,"G",1989,64.733,0,230.567,325.628,"28 4"
"1997 28 4 G",54,1997,"28",4,"G",1989,80.167,0,155.433,408.178,"28 4"
"1998 28 4 G",54,1998,"28",4,"G",1989,92.133,0.167,134.933,263.144,"28 4"
"1999 28 4 G",54,1999,"28",4,"G",1989,174.567,0,158.433,369.062,"28 4"
"2000 28 4 G",54,2000,"28",4,"G",1989,61.667,2.133,107.867,255.016,"28 4"
"2001 28 4 G",54,2001,"28",4,"G",1989,17.367,0,52.667,248.92,"28 4"
"2002 28 4 G",54,2002,"28",4,"G",1989,35.7,0,46.633,439.42,"28 4"
"2003 28 4 G",54,2003,"28",4,"G",1989,19.5,0,54.9,229.616,"28 4"
"2004 28 4 G",54,2004,"28",4,"G",1989,13.8133,0.18,124.663,239.014,"28 4"
"2005 28 4 G",54,2005,"28",4,"G",1989,9.433,0,179.233,285.242,"28 4"
"2006 28 4 G",54,2006,"28",4,"G",1989,8.757,0,100.83,251.46,"28 4"
"2007 28 4 G",54,2007,"28",4,"G",1989,7.13,17.43,293.07,236.22,"28 4"
"2008 28 4 G",54,2008,"28",4,"G",1989,0.77,1.48,81.32,188.722,"28 4"
"2009 28 4 G",54,2009,"28",4,"G",1989,17.3,1.17,51.57,322.326,"28 4"
"2010 28 4 G",54,2010,"28",4,"G",1989,0.37,0,132.03,367.792,"28 4"
"2011 28 4 G",54,2011,"28",4,"G",1989,0,0,7.17,440.69,"28 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 35 1 G",54,1988,"35",1,"G",1941,0,41.533,472.7,210.312,"35 1"
"1989 35 1 G",54,1989,"35",1,"G",1941,0,57.067,476.6,256.54,"35 1"
"1990 35 1 G",54,1990,"35",1,"G",1941,0,45.9,677.367,585.47,"35 1"
"1991 35 1 G",54,1991,"35",1,"G",1941,0,83.967,338.7,359.156,"35 1"
"1992 35 1 G",54,1992,"35",1,"G",1941,0,27.2,522.8,297.434,"35 1"
"1993 35 1 G",54,1993,"35",1,"G",1941,0.4,25.167,225.033,531.876,"35 1"
"1994 35 1 G",54,1994,"35",1,"G",1941,0,21.43,333.167,314.96,"35 1"
"1995 35 1 G",54,1995,"35",1,"G",1941,0,62.067,386.333,440.436,"35 1"
"1996 35 1 G",54,1996,"35",1,"G",1941,0.04,95.933,321.167,325.628,"35 1"
"1997 35 1 G",54,1997,"35",1,"G",1941,0,117.867,375.033,408.178,"35 1"
"1998 35 1 G",54,1998,"35",1,"G",1941,3.6,18.833,349.8,263.144,"35 1"
"1999 35 1 G",54,1999,"35",1,"G",1941,0,47.667,194.767,369.062,"35 1"
"2000 35 1 G",54,2000,"35",1,"G",1941,0,77.333,297.8,255.016,"35 1"
"2001 35 1 G",54,2001,"35",1,"G",1941,0,28.167,397.567,248.92,"35 1"
"2002 35 1 G",54,2002,"35",1,"G",1941,0,60.767,172.2,439.42,"35 1"
"2003 35 1 G",54,2003,"35",1,"G",1941,0,95.7,294.333,229.616,"35 1"
"2004 35 1 G",54,2004,"35",1,"G",1941,1.1,59.3333,196.1,239.014,"35 1"
"2005 35 1 G",54,2005,"35",1,"G",1941,0,49.433,128,285.242,"35 1"
"2006 35 1 G",54,2006,"35",1,"G",1941,0,23.8,177.7,251.46,"35 1"
"2007 35 1 G",54,2007,"35",1,"G",1941,0,66.17,177.73,236.22,"35 1"
"2008 35 1 G",54,2008,"35",1,"G",1941,0.25,6.8,30.47,188.722,"35 1"
"2009 35 1 G",54,2009,"35",1,"G",1941,0,43.03,65.03,322.326,"35 1"
"2010 35 1 G",54,2010,"35",1,"G",1941,0,61.87,135.07,367.792,"35 1"
"2011 35 1 G",54,2011,"35",1,"G",1941,0.47,83.4,110.7,440.69,"35 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 35 2 R",54,1988,"35",2,"R",1941,0.1,21,557.167,210.312,"35 2"
"1989 35 2 R",54,1989,"35",2,"R",1941,0,41.233,319.567,256.54,"35 2"
"1990 35 2 R",54,1990,"35",2,"R",1941,0.207,38.833,338.733,585.47,"35 2"
"1991 35 2 R",54,1991,"35",2,"R",1941,0,118.3,406,359.156,"35 2"
"1992 35 2 R",54,1992,"35",2,"R",1941,0.643,23.86,352.933,297.434,"35 2"
"1993 35 2 R",54,1993,"35",2,"R",1941,0,29.133,485.033,531.876,"35 2"
"1994 35 2 R",54,1994,"35",2,"R",1941,0,31.06,292,314.96,"35 2"
"1995 35 2 R",54,1995,"35",2,"R",1941,0,73.8,391.333,440.436,"35 2"
"1996 35 2 R",54,1996,"35",2,"R",1941,0,41.633,172.233,325.628,"35 2"
"1997 35 2 R",54,1997,"35",2,"R",1941,0,54.1,238.1,408.178,"35 2"
"1998 35 2 R",54,1998,"35",2,"R",1941,1.9,52.133,340.733,263.144,"35 2"
"1999 35 2 R",54,1999,"35",2,"R",1941,0,42.367,125.9,369.062,"35 2"
"2000 35 2 R",54,2000,"35",2,"R",1941,0,30.433,161.667,255.016,"35 2"
"2001 35 2 R",54,2001,"35",2,"R",1941,0,17.567,221.133,248.92,"35 2"
"2002 35 2 R",54,2002,"35",2,"R",1941,0,64.967,107.8,439.42,"35 2"
"2003 35 2 R",54,2003,"35",2,"R",1941,0,67.7667,143.367,229.616,"35 2"
"2004 35 2 R",54,2004,"35",2,"R",1941,0,21.7,69.0667,239.014,"35 2"
"2005 35 2 R",54,2005,"35",2,"R",1941,0,2.9,339.3,285.242,"35 2"
"2006 35 2 R",54,2006,"35",2,"R",1941,0,23.233,189.9,251.46,"35 2"
"2007 35 2 R",54,2007,"35",2,"R",1941,0,12.77,101.07,236.22,"35 2"
"2008 35 2 R",54,2008,"35",2,"R",1941,0.14,7.53,77.3,188.722,"35 2"
"2009 35 2 R",54,2009,"35",2,"R",1941,0,13.2,46,322.326,"35 2"
"2010 35 2 R",54,2010,"35",2,"R",1941,0,10,10.7,367.792,"35 2"
"2011 35 2 R",54,2011,"35",2,"R",1941,0,6.13,513.6,440.69,"35 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 35 3 W",54,1988,"35",3,"W",1941,0,8.733,459.233,210.312,"35 3"
"1989 35 3 W",54,1989,"35",3,"W",1941,0,2.5,335.733,256.54,"35 3"
"1990 35 3 W",54,1990,"35",3,"W",1941,0,5.433,185.233,585.47,"35 3"
"1991 35 3 W",54,1991,"35",3,"W",1941,0.2,39.167,331.667,359.156,"35 3"
"1992 35 3 W",54,1992,"35",3,"W",1941,0,25.387,386.5,297.434,"35 3"
"1993 35 3 W",54,1993,"35",3,"W",1941,0.379,16.167,301.633,531.876,"35 3"
"1994 35 3 W",54,1994,"35",3,"W",1941,0,11.913,290.167,314.96,"35 3"
"1995 35 3 W",54,1995,"35",3,"W",1941,0,28.267,358.6,440.436,"35 3"
"1996 35 3 W",54,1996,"35",3,"W",1941,0,4.433,384.1,325.628,"35 3"
"1997 35 3 W",54,1997,"35",3,"W",1941,0,7.6,552.433,408.178,"35 3"
"1998 35 3 W",54,1998,"35",3,"W",1941,0,2.767,567.6,263.144,"35 3"
"1999 35 3 W",54,1999,"35",3,"W",1941,0,1.767,480.1,369.062,"35 3"
"2000 35 3 W",54,2000,"35",3,"W",1941,0,8.033,505.433,255.016,"35 3"
"2001 35 3 W",54,2001,"35",3,"W",1941,0,2.4,463.8,248.92,"35 3"
"2002 35 3 W",54,2002,"35",3,"W",1941,0,2.033,291.267,439.42,"35 3"
"2003 35 3 W",54,2003,"35",3,"W",1941,0,6.2333,311.333,229.616,"35 3"
"2004 35 3 W",54,2004,"35",3,"W",1941,0,7.50333,215.7,239.014,"35 3"
"2005 35 3 W",54,2005,"35",3,"W",1941,0,15.867,226,285.242,"35 3"
"2006 35 3 W",54,2006,"35",3,"W",1941,0,7.767,171.767,251.46,"35 3"
"2007 35 3 W",54,2007,"35",3,"W",1941,0,10.63,20.73,236.22,"35 3"
"2008 35 3 W",54,2008,"35",3,"W",1941,0,1.38,69.93,188.722,"35 3"
"2009 35 3 W",54,2009,"35",3,"W",1941,0,9.73,31.17,322.326,"35 3"
"2010 35 3 W",54,2010,"35",3,"W",1941,0,16,9.87,367.792,"35 3"
"2011 35 3 W",54,2011,"35",3,"W",1941,0,7.07,21.4,440.69,"35 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 35 4 Y",54,1988,"35",4,"Y",1941,5.967,12.233,537.6,210.312,"35 4"
"1989 35 4 Y",54,1989,"35",4,"Y",1941,13.967,19.767,444.333,256.54,"35 4"
"1990 35 4 Y",54,1990,"35",4,"Y",1941,35.133,9.757,700.733,585.47,"35 4"
"1991 35 4 Y",54,1991,"35",4,"Y",1941,52.233,0,360.433,359.156,"35 4"
"1992 35 4 Y",54,1992,"35",4,"Y",1941,17.993,12,517.067,297.434,"35 4"
"1993 35 4 Y",54,1993,"35",4,"Y",1941,20.067,15.867,375.967,531.876,"35 4"
"1994 35 4 Y",54,1994,"35",4,"Y",1941,22.567,13.167,390.433,314.96,"35 4"
"1995 35 4 Y",54,1995,"35",4,"Y",1941,29.033,23.4,644.167,440.436,"35 4"
"1996 35 4 Y",54,1996,"35",4,"Y",1941,44.4,12.033,331.367,325.628,"35 4"
"1997 35 4 Y",54,1997,"35",4,"Y",1941,11.6,10.867,411.367,408.178,"35 4"
"1998 35 4 Y",54,1998,"35",4,"Y",1941,12.533,11.833,331.967,263.144,"35 4"
"1999 35 4 Y",54,1999,"35",4,"Y",1941,8.2,67.467,669.867,369.062,"35 4"
"2000 35 4 Y",54,2000,"35",4,"Y",1941,6.2,27.933,406.4,255.016,"35 4"
"2001 35 4 Y",54,2001,"35",4,"Y",1941,22.267,33.2,155.567,248.92,"35 4"
"2002 35 4 Y",54,2002,"35",4,"Y",1941,6.133,73.233,99.333,439.42,"35 4"
"2003 35 4 Y",54,2003,"35",4,"Y",1941,12.4667,41.5333,355.8,229.616,"35 4"
"2004 35 4 Y",54,2004,"35",4,"Y",1941,14.8633,16.67,451.523,239.014,"35 4"
"2005 35 4 Y",54,2005,"35",4,"Y",1941,21.333,66.833,392.833,285.242,"35 4"
"2006 35 4 Y",54,2006,"35",4,"Y",1941,30.8,72.8,351.967,251.46,"35 4"
"2007 35 4 Y",54,2007,"35",4,"Y",1941,40.7,43.13,46.53,236.22,"35 4"
"2008 35 4 Y",54,2008,"35",4,"Y",1941,28.35,2.62,52.83,188.722,"35 4"
"2009 35 4 Y",54,2009,"35",4,"Y",1941,11.37,26.33,116.63,322.326,"35 4"
"2010 35 4 Y",54,2010,"35",4,"Y",1941,20.63,62.47,15,367.792,"35 4"
"2011 35 4 Y",54,2011,"35",4,"Y",1941,25.47,37.17,38.13,440.69,"35 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 39 1 Y",54,1988,"39",1,"Y",1975,1.7,0,122.3,210.312,"39 1"
"1989 39 1 Y",54,1989,"39",1,"Y",1975,6.567,0,51,256.54,"39 1"
"1990 39 1 Y",54,1990,"39",1,"Y",1975,5.5,0,144.967,585.47,"39 1"
"1991 39 1 Y",54,1991,"39",1,"Y",1975,3.8,0.033,198.833,359.156,"39 1"
"1992 39 1 Y",54,1992,"39",1,"Y",1975,0.467,0,198.033,297.434,"39 1"
"1993 39 1 Y",54,1993,"39",1,"Y",1975,0.063,0,129.833,531.876,"39 1"
"1994 39 1 Y",54,1994,"39",1,"Y",1975,0,0,147.233,314.96,"39 1"
"1995 39 1 Y",54,1995,"39",1,"Y",1975,5.2,0,298.567,440.436,"39 1"
"1996 39 1 Y",54,1996,"39",1,"Y",1975,6.533,0,73.033,325.628,"39 1"
"1997 39 1 Y",54,1997,"39",1,"Y",1975,0.633,0,109.933,408.178,"39 1"
"1998 39 1 Y",54,1998,"39",1,"Y",1975,0.833,0,146.167,263.144,"39 1"
"1999 39 1 Y",54,1999,"39",1,"Y",1975,3.1,0,45.767,369.062,"39 1"
"2000 39 1 Y",54,2000,"39",1,"Y",1975,0,0,14.733,255.016,"39 1"
"2001 39 1 Y",54,2001,"39",1,"Y",1975,2,0.033,10.467,248.92,"39 1"
"2002 39 1 Y",54,2002,"39",1,"Y",1975,11.833,0,17.233,439.42,"39 1"
"2003 39 1 Y",54,2003,"39",1,"Y",1975,0,0,17,229.616,"39 1"
"2004 39 1 Y",54,2004,"39",1,"Y",1975,0.56667,0,203.1,239.014,"39 1"
"2005 39 1 Y",54,2005,"39",1,"Y",1975,1.633,0,94.5,285.242,"39 1"
"2006 39 1 Y",54,2006,"39",1,"Y",1975,2.067,0,56.6,251.46,"39 1"
"2007 39 1 Y",54,2007,"39",1,"Y",1975,0,0,211.6,236.22,"39 1"
"2008 39 1 Y",54,2008,"39",1,"Y",1975,0,0,91.08,188.722,"39 1"
"2009 39 1 Y",54,2009,"39",1,"Y",1975,11.7,0,90.1,322.326,"39 1"
"2010 39 1 Y",54,2010,"39",1,"Y",1975,0,0,114.33,367.792,"39 1"
"2011 39 1 Y",54,2011,"39",1,"Y",1975,0,0,32.57,440.69,"39 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 39 2 W",54,1988,"39",2,"W",1975,2,0,69.133,210.312,"39 2"
"1989 39 2 W",54,1989,"39",2,"W",1975,31.633,0,51.933,256.54,"39 2"
"1990 39 2 W",54,1990,"39",2,"W",1975,8.78,0,156.867,585.47,"39 2"
"1991 39 2 W",54,1991,"39",2,"W",1975,3.733,0,108.9,359.156,"39 2"
"1992 39 2 W",54,1992,"39",2,"W",1975,0.533,0,135.767,297.434,"39 2"
"1993 39 2 W",54,1993,"39",2,"W",1975,0,0,72.967,531.876,"39 2"
"1994 39 2 W",54,1994,"39",2,"W",1975,0,0,50.533,314.96,"39 2"
"1995 39 2 W",54,1995,"39",2,"W",1975,0.515,0,110.2,440.436,"39 2"
"1996 39 2 W",54,1996,"39",2,"W",1975,3.1,0,124.167,325.628,"39 2"
"1997 39 2 W",54,1997,"39",2,"W",1975,0,0,47,408.178,"39 2"
"1998 39 2 W",54,1998,"39",2,"W",1975,4.267,0,37.433,263.144,"39 2"
"1999 39 2 W",54,1999,"39",2,"W",1975,1.333,0,200.6,369.062,"39 2"
"2000 39 2 W",54,2000,"39",2,"W",1975,4.067,0.133,35,255.016,"39 2"
"2001 39 2 W",54,2001,"39",2,"W",1975,2.033,0,208.933,248.92,"39 2"
"2002 39 2 W",54,2002,"39",2,"W",1975,0.397,0,48.4,439.42,"39 2"
"2003 39 2 W",54,2003,"39",2,"W",1975,0,0,108.733,229.616,"39 2"
"2004 39 2 W",54,2004,"39",2,"W",1975,1.26,0,79.0567,239.014,"39 2"
"2005 39 2 W",54,2005,"39",2,"W",1975,0,0,49.433,285.242,"39 2"
"2006 39 2 W",54,2006,"39",2,"W",1975,0,0,32.733,251.46,"39 2"
"2007 39 2 W",54,2007,"39",2,"W",1975,1.63,0,50.5,236.22,"39 2"
"2008 39 2 W",54,2008,"39",2,"W",1975,0,0,0,188.722,"39 2"
"2009 39 2 W",54,2009,"39",2,"W",1975,4.3,0,70.2,322.326,"39 2"
"2010 39 2 W",54,2010,"39",2,"W",1975,0,0,131.47,367.792,"39 2"
"2011 39 2 W",54,2011,"39",2,"W",1975,0,0,167.47,440.69,"39 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 39 3 R",54,1988,"39",3,"R",1975,0,0,86.467,210.312,"39 3"
"1989 39 3 R",54,1989,"39",3,"R",1975,0,0,77.9,256.54,"39 3"
"1990 39 3 R",54,1990,"39",3,"R",1975,0,0,174.533,585.47,"39 3"
"1991 39 3 R",54,1991,"39",3,"R",1975,0,0,265.633,359.156,"39 3"
"1992 39 3 R",54,1992,"39",3,"R",1975,0,0,166.267,297.434,"39 3"
"1993 39 3 R",54,1993,"39",3,"R",1975,0,0,165.567,531.876,"39 3"
"1994 39 3 R",54,1994,"39",3,"R",1975,0,0,48.067,314.96,"39 3"
"1995 39 3 R",54,1995,"39",3,"R",1975,0,0,99.933,440.436,"39 3"
"1996 39 3 R",54,1996,"39",3,"R",1975,0,0,166.767,325.628,"39 3"
"1997 39 3 R",54,1997,"39",3,"R",1975,0,0,86.433,408.178,"39 3"
"1998 39 3 R",54,1998,"39",3,"R",1975,0,0,126.533,263.144,"39 3"
"1999 39 3 R",54,1999,"39",3,"R",1975,0,0,485.167,369.062,"39 3"
"2000 39 3 R",54,2000,"39",3,"R",1975,0,0,47.233,255.016,"39 3"
"2001 39 3 R",54,2001,"39",3,"R",1975,0,0,125.3,248.92,"39 3"
"2002 39 3 R",54,2002,"39",3,"R",1975,0,0,42.9,439.42,"39 3"
"2003 39 3 R",54,2003,"39",3,"R",1975,0,0,79.6333,229.616,"39 3"
"2004 39 3 R",54,2004,"39",3,"R",1975,0,0,24.1333,239.014,"39 3"
"2005 39 3 R",54,2005,"39",3,"R",1975,0,0,29.933,285.242,"39 3"
"2006 39 3 R",54,2006,"39",3,"R",1975,0,0,15.067,251.46,"39 3"
"2007 39 3 R",54,2007,"39",3,"R",1975,0,0,86.83,236.22,"39 3"
"2008 39 3 R",54,2008,"39",3,"R",1975,0,0,37.37,188.722,"39 3"
"2009 39 3 R",54,2009,"39",3,"R",1975,1.53,0,67.7,322.326,"39 3"
"2010 39 3 R",54,2010,"39",3,"R",1975,0,0,7.2,367.792,"39 3"
"2011 39 3 R",54,2011,"39",3,"R",1975,0,0,13.93,440.69,"39 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 39 4 G",54,1988,"39",4,"G",1975,0,0,396.9,210.312,"39 4"
"1989 39 4 G",54,1989,"39",4,"G",1975,0,0,102.933,256.54,"39 4"
"1990 39 4 G",54,1990,"39",4,"G",1975,1.63,0,232.133,585.47,"39 4"
"1991 39 4 G",54,1991,"39",4,"G",1975,0,0,134.1,359.156,"39 4"
"1992 39 4 G",54,1992,"39",4,"G",1975,0,0.033,114.267,297.434,"39 4"
"1993 39 4 G",54,1993,"39",4,"G",1975,0,0,252.467,531.876,"39 4"
"1994 39 4 G",54,1994,"39",4,"G",1975,0,0,136.333,314.96,"39 4"
"1995 39 4 G",54,1995,"39",4,"G",1975,0,0,150.567,440.436,"39 4"
"1996 39 4 G",54,1996,"39",4,"G",1975,0,0.067,80.633,325.628,"39 4"
"1997 39 4 G",54,1997,"39",4,"G",1975,0,0,164.3,408.178,"39 4"
"1998 39 4 G",54,1998,"39",4,"G",1975,0,0,87.1,263.144,"39 4"
"1999 39 4 G",54,1999,"39",4,"G",1975,0,0,80.633,369.062,"39 4"
"2000 39 4 G",54,2000,"39",4,"G",1975,0,0,94.433,255.016,"39 4"
"2001 39 4 G",54,2001,"39",4,"G",1975,0,0,92.167,248.92,"39 4"
"2002 39 4 G",54,2002,"39",4,"G",1975,0,0,165.8,439.42,"39 4"
"2003 39 4 G",54,2003,"39",4,"G",1975,2.7333,0,276.1,229.616,"39 4"
"2004 39 4 G",54,2004,"39",4,"G",1975,0,0,222.733,239.014,"39 4"
"2005 39 4 G",54,2005,"39",4,"G",1975,0,0,269.033,285.242,"39 4"
"2006 39 4 G",54,2006,"39",4,"G",1975,0,0,112.6,251.46,"39 4"
"2007 39 4 G",54,2007,"39",4,"G",1975,0,0,10.83,236.22,"39 4"
"2008 39 4 G",54,2008,"39",4,"G",1975,0.6,0,25.52,188.722,"39 4"
"2009 39 4 G",54,2009,"39",4,"G",1975,0,0,131.37,322.326,"39 4"
"2010 39 4 G",54,2010,"39",4,"G",1975,0,0,39.77,367.792,"39 4"
"2011 39 4 G",54,2011,"39",4,"G",1975,0,0,11.17,440.69,"39 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 4 1 G",54,1988,"4",1,"G",1971,41.967,0,372.167,210.312,"4 1"
"1989 4 1 G",54,1989,"4",1,"G",1971,68.953,0,142.3,256.54,"4 1"
"1990 4 1 G",54,1990,"4",1,"G",1971,53.667,0,115.6,585.47,"4 1"
"1991 4 1 G",54,1991,"4",1,"G",1971,110.8,0.083,122.533,359.156,"4 1"
"1992 4 1 G",54,1992,"4",1,"G",1971,38.533,0,183.2,297.434,"4 1"
"1993 4 1 G",54,1993,"4",1,"G",1971,49.8,0,191.667,531.876,"4 1"
"1994 4 1 G",54,1994,"4",1,"G",1971,69.267,0,283.1,314.96,"4 1"
"1995 4 1 G",54,1995,"4",1,"G",1971,100.633,0,440.067,440.436,"4 1"
"1996 4 1 G",54,1996,"4",1,"G",1971,67.233,0,289.933,325.628,"4 1"
"1997 4 1 G",54,1997,"4",1,"G",1971,23.3,11.867,359.833,408.178,"4 1"
"1998 4 1 G",54,1998,"4",1,"G",1971,60.7,0,268.7,263.144,"4 1"
"1999 4 1 G",54,1999,"4",1,"G",1971,42,0.053,409.733,369.062,"4 1"
"2000 4 1 G",54,2000,"4",1,"G",1971,38.3,9.533,443.633,255.016,"4 1"
"2001 4 1 G",54,2001,"4",1,"G",1971,35.967,0,221.867,248.92,"4 1"
"2002 4 1 G",54,2002,"4",1,"G",1971,18.233,0.723,143.533,439.42,"4 1"
"2003 4 1 G",54,2003,"4",1,"G",1971,43.9333,23,334.067,229.616,"4 1"
"2004 4 1 G",54,2004,"4",1,"G",1971,42.3667,52.9,345.633,239.014,"4 1"
"2005 4 1 G",54,2005,"4",1,"G",1971,44.033,4.433,262,285.242,"4 1"
"2006 4 1 G",54,2006,"4",1,"G",1971,39.367,5.933,343.9,251.46,"4 1"
"2007 4 1 G",54,2007,"4",1,"G",1971,49.6,4.53,242.97,236.22,"4 1"
"2008 4 1 G",54,2008,"4",1,"G",1971,19.6,15.52,57.98,188.722,"4 1"
"2009 4 1 G",54,2009,"4",1,"G",1971,19.37,35.87,8.83,322.326,"4 1"
"2010 4 1 G",54,2010,"4",1,"G",1971,24.6,44.7,519.03,367.792,"4 1"
"2011 4 1 G",54,2011,"4",1,"G",1971,38.83,58.03,5.47,440.69,"4 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
