Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","insectcount","insectsp","Field","FieldPlot"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,68,16,17,210.442,0.1469,109,43,1,"1 68"
120,1997,8,68,16,17,324.717,0.0508,191,87,1,"1 68"
120,1998,8,68,16,17,238.842,0.0127,88,40,1,"1 68"
120,1999,8,68,16,17,567.867,0.0515,243,58,1,"1 68"
120,2000,8,68,16,17,363.796,0.0849,167,50,1,"1 68"
120,2001,8,68,16,17,373.197,0.24605,NA,NA,1,"1 68"
120,2002,8,68,16,17,560.631,0.0173,60,29,1,"1 68"
120,2003,8,68,16,17,388.277,NA,67,32,1,"1 68"
120,2004,8,68,16,17,425.837,NA,28,16,1,"1 68"
120,2005,8,68,16,17,349.599,NA,103,34,1,"1 68"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,69,1,1,NA,NA,NA,1,1,"1 69"
120,1997,8,69,1,1,104.658,NA,NA,3,1,"1 69"
120,1998,8,69,1,1,119.908,0.0967,NA,25,1,"1 69"
120,1999,8,69,1,1,97.8,0.2865,NA,2,1,"1 69"
120,2000,8,69,1,1,81.1916,0.0764,182,46,1,"1 69"
120,2001,8,69,1,1,121.551,0.1335,NA,NA,1,"1 69"
120,2002,8,69,1,1,84.1132,0.0584,98,21,1,"1 69"
120,2003,8,69,1,1,69.7468,NA,46,18,1,"1 69"
120,2004,8,69,1,1,72.625,NA,54,17,1,"1 69"
120,2005,8,69,1,1,51.681,NA,173,20,1,"1 69"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,70,4,4,488.733,0.1609,33,17,1,"1 70"
120,1997,8,70,4,4,332.116,0.1029,126,63,1,"1 70"
120,1998,8,70,4,4,405.25,0.0919,109,44,1,"1 70"
120,1999,8,70,4,4,296.805,0.0762,207,49,1,"1 70"
120,2000,8,70,4,4,283.879,0.0395,113,34,1,"1 70"
120,2001,8,70,4,4,193.229,0.25945,NA,NA,1,"1 70"
120,2002,8,70,4,4,296.236,0.0548,47,19,1,"1 70"
120,2003,8,70,4,4,390.338,NA,46,14,1,"1 70"
120,2004,8,70,4,4,275.213,NA,64,24,1,"1 70"
120,2005,8,70,4,4,354.268,NA,86,18,1,"1 70"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,73,2,3,97.409,0.0022,46,12,1,"1 73"
120,1997,8,73,2,3,269.508,0.0617,301,59,1,"1 73"
120,1998,8,73,2,3,372.25,0.1471,159,51,1,"1 73"
120,1999,8,73,2,3,194.042,0.0016,168,52,1,"1 73"
120,2000,8,73,2,3,153.154,0.1023,158,47,1,"1 73"
120,2001,8,73,2,3,191.734,0.178,NA,NA,1,"1 73"
120,2002,8,73,2,3,211.869,0.0782,159,21,1,"1 73"
120,2003,8,73,2,3,156.298,NA,75,20,1,"1 73"
120,2004,8,73,2,3,196.203,NA,39,9,1,"1 73"
120,2005,8,73,2,3,142.793,NA,88,20,1,"1 73"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,74,8,9,161.275,0.1448,81,32,1,"1 74"
120,1997,8,74,8,9,107.609,0.1289,119,60,1,"1 74"
120,1998,8,74,8,9,333.283,0.0798,69,46,1,"1 74"
120,1999,8,74,8,9,159.983,0.1976,138,47,1,"1 74"
120,2000,8,74,8,9,213.929,0.0859,52,27,1,"1 74"
120,2001,8,74,8,9,143.646,0.14185,NA,NA,1,"1 74"
120,2002,8,74,8,9,194.554,0.0731,33,16,1,"1 74"
120,2003,8,74,8,9,147.034,NA,35,13,1,"1 74"
120,2004,8,74,8,9,196.95,NA,30,15,1,"1 74"
120,2005,8,74,8,9,174.928,NA,44,24,1,"1 74"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,75,2,2,122.4,0.0851,74,32,1,"1 75"
120,1997,8,75,2,2,148.842,0.4434,150,65,1,"1 75"
120,1998,8,75,2,2,128.342,0.1739,66,30,1,"1 75"
120,1999,8,75,2,2,114.958,0.2544,104,45,1,"1 75"
120,2000,8,75,2,2,108.912,0.1064,85,40,1,"1 75"
120,2001,8,75,2,2,137.97,0.15775,NA,NA,1,"1 75"
120,2002,8,75,2,2,152.454,0.0702,61,27,1,"1 75"
120,2003,8,75,2,2,97.7627,NA,20,13,1,"1 75"
120,2004,8,75,2,2,114.599,NA,34,14,1,"1 75"
120,2005,8,75,1,2,114.566,NA,28,16,1,"1 75"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,81,8,8,98.967,0.11,141,45,1,"1 81"
120,1997,8,81,8,8,186.783,0.0612,116,61,1,"1 81"
120,1998,8,81,8,8,221.383,0.0105,96,35,1,"1 81"
120,1999,8,81,8,8,141.075,0.0542,181,68,1,"1 81"
120,2000,8,81,8,8,150.454,0.0361,93,37,1,"1 81"
120,2001,8,81,8,8,196.463,0.08145,NA,NA,1,"1 81"
120,2002,8,81,8,8,212.489,0.0194,39,25,1,"1 81"
120,2003,8,81,8,8,188.442,NA,30,21,1,"1 81"
120,2004,8,81,8,8,137.967,NA,40,27,1,"1 81"
120,2005,8,81,8,8,128.125,NA,45,23,1,"1 81"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,82,16,17,360.275,0.0832,97,38,1,"1 82"
120,1997,8,82,16,17,183.75,0.1236,135,67,1,"1 82"
120,1998,8,82,16,17,289.108,0.0098,95,42,1,"1 82"
120,1999,8,82,16,17,343.192,0.1066,444,56,1,"1 82"
120,2000,8,82,16,17,313.317,NA,203,46,1,"1 82"
120,2001,8,82,16,17,208.283,0.12035,NA,NA,1,"1 82"
120,2002,8,82,16,17,285.166,0.0705,38,23,1,"1 82"
120,2003,8,82,16,17,334.971,NA,67,27,1,"1 82"
120,2004,8,82,16,17,414.379,NA,NA,1,1,"1 82"
120,2005,8,82,16,17,211.08,NA,35,21,1,"1 82"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,83,1,1,NA,NA,9,8,1,"1 83"
120,1997,8,83,1,1,454.767,NA,NA,3,1,"1 83"
120,1998,8,83,1,1,298.717,0.1128,NA,36,1,"1 83"
120,1999,8,83,1,1,135.458,0.5551,NA,2,1,"1 83"
120,2000,8,83,1,1,96.5793,0.305,212,53,1,"1 83"
120,2001,8,83,1,1,228.671,0.2453,NA,NA,1,"1 83"
120,2002,8,83,1,1,177.878,0.2738,86,30,1,"1 83"
120,2003,8,83,1,1,328.141,NA,74,27,1,"1 83"
120,2004,8,83,1,1,191.719,NA,42,21,1,"1 83"
120,2005,8,83,1,1,89.009,NA,50,23,1,"1 83"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,87,1,1,109.017,0.0454,88,38,1,"1 87"
120,1997,8,87,1,1,129.633,0.0107,97,59,1,"1 87"
120,1998,8,87,1,1,76.45,0.0142,55,28,1,"1 87"
120,1999,8,87,1,1,89.2208,0.0517,78,36,1,"1 87"
120,2000,8,87,1,1,65.3956,NA,64,32,1,"1 87"
120,2001,8,87,1,1,82.669,0.0784,NA,NA,1,"1 87"
120,2002,8,87,1,1,92.15,0,41,15,1,"1 87"
120,2003,8,87,1,1,69.5453,NA,55,18,1,"1 87"
120,2004,8,87,1,1,62.1632,NA,31,15,1,"1 87"
120,2005,8,87,1,1,54.971,NA,34,20,1,"1 87"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,89,16,16,159.367,0.1734,88,31,1,"1 89"
120,1997,8,89,16,16,185.958,0.3231,85,53,1,"1 89"
120,1998,8,89,16,16,346.783,0.0145,96,43,1,"1 89"
120,1999,8,89,16,16,289.292,0.1737,217,57,1,"1 89"
120,2000,8,89,16,16,408.829,0.1321,137,52,1,"1 89"
120,2001,8,89,16,16,248.351,0.1381,NA,NA,1,"1 89"
120,2002,8,89,16,16,307.732,0.0287,37,18,1,"1 89"
120,2003,8,89,16,16,302.583,NA,91,30,1,"1 89"
120,2004,8,89,16,16,328.395,NA,61,30,1,"1 89"
120,2005,8,89,16,16,333.332,NA,87,22,1,"1 89"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,92,1,1,128.192,0.1149,84,34,1,"1 92"
120,1997,8,92,1,1,215,0.1354,131,57,1,"1 92"
120,1998,8,92,1,1,164.467,0.1059,33,24,1,"1 92"
120,1999,8,92,1,1,137.483,0.0266,68,41,1,"1 92"
120,2000,8,92,1,1,118.238,0.1245,69,33,1,"1 92"
120,2001,8,92,1,1,88.4625,0.16645,NA,NA,1,"1 92"
120,2002,8,92,1,1,119.68,0,40,22,1,"1 92"
120,2003,8,92,1,1,104.404,NA,41,17,1,"1 92"
120,2004,8,92,1,1,98.6308,NA,20,10,1,"1 92"
120,2005,8,92,1,1,93.255,NA,33,19,1,"1 92"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,93,4,4,87,0.139,134,43,1,"1 93"
120,1997,8,93,4,4,356.975,0.258,232,93,1,"1 93"
120,1998,8,93,4,4,381.358,0.0883,133,59,1,"1 93"
120,1999,8,93,4,4,347.578,0.2486,167,61,1,"1 93"
120,2000,8,93,4,4,275.384,0.19155,71,46,1,"1 93"
120,2001,8,93,4,4,361.35,0.20995,NA,NA,1,"1 93"
120,2002,8,93,4,4,300.159,0.4548,45,28,1,"1 93"
120,2003,8,93,4,4,261.238,NA,51,26,1,"1 93"
120,2004,8,93,4,4,299.204,NA,38,22,1,"1 93"
120,2005,8,93,4,4,195.417,NA,21,15,1,"1 93"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,94,1,1,140.05,0.2321,133,27,1,"1 94"
120,1997,8,94,1,1,331.417,0.3669,236,80,1,"1 94"
120,1998,8,94,1,1,314.35,0.4368,203,65,1,"1 94"
120,1999,8,94,1,1,81.875,0.2547,218,60,1,"1 94"
120,2000,8,94,1,1,282.188,0.2213,105,45,1,"1 94"
120,2001,8,94,1,1,188.287,0.22965,NA,NA,1,"1 94"
120,2002,8,94,1,1,181.786,0.1911,88,35,1,"1 94"
120,2003,8,94,1,1,307.252,NA,48,34,1,"1 94"
120,2004,8,94,1,1,189.096,NA,16,14,1,"1 94"
120,2005,8,94,1,1,133.597,NA,47,15,1,"1 94"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,98,8,8,160.025,0.487,83,33,1,"1 98"
120,1997,8,98,8,8,275.95,0.2212,182,82,1,"1 98"
120,1998,8,98,8,8,321.458,0.0411,86,41,1,"1 98"
120,1999,8,98,8,8,250.392,0.1168,116,42,1,"1 98"
120,2000,8,98,8,8,342,0.2941,99,31,1,"1 98"
120,2001,8,98,8,8,249.432,0.2033,NA,NA,1,"1 98"
120,2002,8,98,8,8,426.648,0.0913,41,25,1,"1 98"
120,2003,8,98,8,8,348.596,NA,45,20,1,"1 98"
120,2004,8,98,8,8,345.96,NA,52,26,1,"1 98"
120,2005,8,98,8,8,369.22,NA,58,18,1,"1 98"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,104,8,8,135.542,0.3133,130,47,1,"1 104"
120,1997,8,104,8,8,291.617,0.1343,97,56,1,"1 104"
120,1998,8,104,8,8,339.525,0.0146,75,33,1,"1 104"
120,1999,8,104,8,8,222.292,0.0987,124,39,1,"1 104"
120,2000,8,104,8,8,267.521,NA,139,43,1,"1 104"
120,2001,8,104,8,8,267.9,0.1045,NA,NA,1,"1 104"
120,2002,8,104,8,8,487.094,0.0465,39,16,1,"1 104"
120,2003,8,104,8,8,334.749,NA,114,21,1,"1 104"
120,2004,8,104,8,8,300.214,NA,28,14,1,"1 104"
120,2005,8,104,8,8,227.806,NA,76,19,1,"1 104"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,107,16,17,113.008,0.0052,140,41,1,"1 107"
120,1997,8,107,16,17,69.8247,0.1328,160,77,1,"1 107"
120,1998,8,107,16,17,256.417,0.0477,129,49,1,"1 107"
120,1999,8,107,16,17,188.725,0.0274,126,36,1,"1 107"
120,2000,8,107,16,17,157.783,NA,93,40,1,"1 107"
120,2001,8,107,16,17,207.464,0.0819,NA,NA,1,"1 107"
120,2002,8,107,16,17,199.35,0,32,20,1,"1 107"
120,2003,8,107,16,17,158.818,NA,130,24,1,"1 107"
120,2004,8,107,16,17,208.821,NA,29,16,1,"1 107"
120,2005,8,107,16,17,220.372,NA,33,18,1,"1 107"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,108,16,17,101.442,0.1012,92,32,1,"1 108"
120,1997,8,108,16,17,159.025,0.1006,101,56,1,"1 108"
120,1998,8,108,16,17,190.1,0.0268,46,33,1,"1 108"
120,1999,8,108,16,17,164.908,0.0024,115,43,1,"1 108"
120,2000,8,108,16,17,273.158,0.0151,173,34,1,"1 108"
120,2001,8,108,16,17,256.079,0.06975,NA,NA,1,"1 108"
120,2002,8,108,16,17,323.139,0.0022,22,18,1,"1 108"
120,2003,8,108,16,17,486.979,NA,50,22,1,"1 108"
120,2004,8,108,16,17,295.779,NA,26,18,1,"1 108"
120,2005,8,108,16,17,363.895,NA,36,16,1,"1 108"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,109,1,1,NA,NA,NA,1,1,"1 109"
120,1997,8,109,1,1,166.333,NA,NA,3,1,"1 109"
120,1998,8,109,1,1,59.6167,0.0986,NA,17,1,"1 109"
120,1999,8,109,1,1,34.8917,0.0015,NA,2,1,"1 109"
120,2000,8,109,1,1,66.0208,NA,54,32,1,"1 109"
120,2001,8,109,1,1,82.8325,0.07955,NA,NA,1,"1 109"
120,2002,8,109,1,1,115.348,0,17,12,1,"1 109"
120,2003,8,109,1,1,55.8113,NA,29,12,1,"1 109"
120,2004,8,109,1,1,63.8095,NA,23,11,1,"1 109"
120,2005,8,109,1,1,58.18,NA,17,12,1,"1 109"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,110,4,4,170.533,0.0812,94,42,1,"1 110"
120,1997,8,110,4,4,258.858,0.186,159,82,1,"1 110"
120,1998,8,110,4,4,349.408,0.0389,74,39,1,"1 110"
120,1999,8,110,4,4,188.575,0.111,143,55,1,"1 110"
120,2000,8,110,4,4,259.875,0.2786,90,40,1,"1 110"
120,2001,8,110,4,4,262.656,0.238,NA,NA,1,"1 110"
120,2002,8,110,4,4,275.825,0.028,31,23,1,"1 110"
120,2003,8,110,4,4,215.083,NA,41,24,1,"1 110"
120,2004,8,110,4,4,381.312,NA,48,25,1,"1 110"
120,2005,8,110,4,4,268.635,NA,48,26,1,"1 110"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,111,8,10,34.2,0.2388,104,30,1,"1 111"
120,1997,8,111,8,10,127.159,0.3383,209,88,1,"1 111"
120,1998,8,111,8,10,186.658,0.1277,144,45,1,"1 111"
120,1999,8,111,8,10,276.7,0.2082,263,71,1,"1 111"
120,2000,8,111,8,10,130.05,NA,171,62,1,"1 111"
120,2001,8,111,8,10,239.924,0.2814,NA,NA,1,"1 111"
120,2002,8,111,8,10,279.558,0.0394,67,26,1,"1 111"
120,2003,8,111,8,10,262.108,NA,59,24,1,"1 111"
120,2004,8,111,8,10,236.752,NA,61,19,1,"1 111"
120,2005,8,111,8,10,321.074,NA,99,19,1,"1 111"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,115,8,9,67.708,0.2286,106,29,1,"1 115"
120,1997,8,115,8,9,115.934,0.0923,110,50,1,"1 115"
120,1998,8,115,8,9,138.833,0.072,91,42,1,"1 115"
120,1999,8,115,8,9,96.3833,0.2746,235,61,1,"1 115"
120,2000,8,115,8,9,132.705,NA,114,49,1,"1 115"
120,2001,8,115,8,9,61.4708,0.1984,NA,NA,1,"1 115"
120,2002,8,115,8,9,116.987,0,61,27,1,"1 115"
120,2003,8,115,8,9,79.2625,NA,29,22,1,"1 115"
120,2004,8,115,8,9,67.625,NA,30,15,1,"1 115"
120,2005,8,115,8,9,86.371,NA,35,16,1,"1 115"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,117,2,2,95.125,0.1656,90,21,1,"1 117"
120,1997,8,117,2,2,138.325,0.584,114,44,1,"1 117"
120,1998,8,117,2,2,215.667,0.157,80,28,1,"1 117"
120,1999,8,117,2,2,125.483,0.6876,505,57,1,"1 117"
120,2000,8,117,2,2,140.187,0.1315,107,48,1,"1 117"
120,2001,8,117,2,2,259.258,0.4873,NA,NA,1,"1 117"
120,2002,8,117,2,2,171.153,0.2874,104,30,1,"1 117"
120,2003,8,117,2,2,341.533,NA,44,22,1,"1 117"
120,2004,8,117,2,2,392.104,NA,66,26,1,"1 117"
120,2005,8,117,2,2,143.168,NA,68,20,1,"1 117"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,118,8,9,81.742,0.2178,30,14,1,"1 118"
120,1997,8,118,8,9,184.042,0.0706,97,47,1,"1 118"
120,1998,8,118,8,9,134.267,0.0111,68,36,1,"1 118"
120,1999,8,118,8,9,124.625,0.1734,252,55,1,"1 118"
120,2000,8,118,8,9,126.013,NA,82,42,1,"1 118"
120,2001,8,118,8,9,106.656,0.1104,NA,NA,1,"1 118"
120,2002,8,118,8,9,185.55,0.0434,15,15,1,"1 118"
120,2003,8,118,8,9,88.4964,NA,43,15,1,"1 118"
120,2004,8,118,8,9,91.0689,NA,24,13,1,"1 118"
120,2005,8,118,8,9,122.818,NA,27,15,1,"1 118"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,125,2,2,126.575,0.84,93,32,1,"1 125"
120,1997,8,125,2,2,136.333,0.0705,90,47,1,"1 125"
120,1998,8,125,2,2,281.525,0.043,51,31,1,"1 125"
120,1999,8,125,2,2,231.258,0.0173,111,42,1,"1 125"
120,2000,8,125,2,2,235.579,0.1982,83,35,1,"1 125"
120,2001,8,125,2,2,215.704,0.0952,NA,NA,1,"1 125"
120,2002,8,125,2,2,260.55,0.0175,24,15,1,"1 125"
120,2003,8,125,2,2,241.575,NA,127,9,1,"1 125"
120,2004,8,125,2,2,126.762,NA,31,17,1,"1 125"
120,2005,8,125,2,2,161.6,NA,45,14,1,"1 125"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,127,2,2,71.709,0.4936,73,28,1,"1 127"
120,1997,8,127,2,2,405.967,0.8342,145,59,1,"1 127"
120,1998,8,127,2,2,578.525,0.4917,148,43,1,"1 127"
120,1999,8,127,2,2,136.717,0.5842,137,48,1,"1 127"
120,2000,8,127,2,2,127.71,0.5046,85,28,1,"1 127"
120,2001,8,127,2,2,100.427,0.1836,NA,NA,1,"1 127"
120,2002,8,127,2,2,274.812,0.1784,18,12,1,"1 127"
120,2003,8,127,2,2,168.217,NA,24,13,1,"1 127"
120,2004,8,127,2,2,261.428,NA,22,13,1,"1 127"
120,2005,8,127,2,2,281.72,NA,27,7,1,"1 127"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,129,1,1,45.883,0.388,84,19,1,"1 129"
120,1997,8,129,1,1,151.15,0.4516,146,68,1,"1 129"
120,1998,8,129,1,1,157.675,0.3058,41,22,1,"1 129"
120,1999,8,129,1,1,197.408,0.3782,42,21,1,"1 129"
120,2000,8,129,1,1,161.442,0.2121,68,24,1,"1 129"
120,2001,8,129,1,1,155.615,0.08735,NA,NA,1,"1 129"
120,2002,8,129,1,1,179.594,0.1635,23,10,1,"1 129"
120,2003,8,129,1,1,207.42,NA,11,10,1,"1 129"
120,2004,8,129,1,1,153.637,NA,11,7,1,"1 129"
120,2005,8,129,1,1,142.434,NA,14,9,1,"1 129"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,130,8,8,178.825,0.5222,104,38,1,"1 130"
120,1997,8,130,8,8,302.683,0.2672,127,68,1,"1 130"
120,1998,8,130,8,8,325.908,0.1638,55,32,1,"1 130"
120,1999,8,130,8,8,280.667,0.1229,126,30,1,"1 130"
120,2000,8,130,8,8,329.925,0.2162,106,42,1,"1 130"
120,2001,8,130,8,8,356.629,0.1418,NA,NA,1,"1 130"
120,2002,8,130,8,8,365.092,0.1525,41,22,1,"1 130"
120,2003,8,130,8,8,279.721,NA,150,23,1,"1 130"
120,2004,8,130,8,8,213.987,NA,26,15,1,"1 130"
120,2005,8,130,8,8,176.318,NA,52,23,1,"1 130"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,133,4,6,171.433,0.2497,121,42,1,"1 133"
120,1997,8,133,4,6,260.392,0.188,162,66,1,"1 133"
120,1998,8,133,4,6,144.008,0.1047,126,57,1,"1 133"
120,1999,8,133,4,6,248.117,0.1615,139,49,1,"1 133"
120,2000,8,133,4,6,248.079,0.0948,104,43,1,"1 133"
120,2001,8,133,4,6,178.858,0.1247,NA,NA,1,"1 133"
120,2002,8,133,4,6,240.443,0.0943,18,14,1,"1 133"
120,2003,8,133,4,6,178.992,NA,37,22,1,"1 133"
120,2004,8,133,4,6,186.421,NA,20,13,1,"1 133"
120,2005,8,133,4,6,205.329,NA,51,18,1,"1 133"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,135,1,1,148.45,0.3872,136,37,1,"1 135"
120,1997,8,135,1,1,139.134,0.2224,115,55,1,"1 135"
120,1998,8,135,1,1,166.933,0.0924,72,32,1,"1 135"
120,1999,8,135,1,1,113.375,0.0106,54,26,1,"1 135"
120,2000,8,135,1,1,115.346,0.084,23,13,1,"1 135"
120,2001,8,135,1,1,107.437,0.19945,NA,NA,1,"1 135"
120,2002,8,135,1,1,103.518,0.1132,15,10,1,"1 135"
120,2003,8,135,1,1,107.079,NA,18,8,1,"1 135"
120,2004,8,135,1,1,85.0083,NA,28,13,1,"1 135"
120,2005,8,135,1,1,55.673,NA,28,14,1,"1 135"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,136,16,17,289.483,0.4402,110,43,1,"1 136"
120,1997,8,136,16,17,330.908,0.3088,192,83,1,"1 136"
120,1998,8,136,16,17,397.125,0.1055,66,40,1,"1 136"
120,1999,8,136,16,17,468.433,0.1494,116,46,1,"1 136"
120,2000,8,136,16,17,398.696,0.1366,99,40,1,"1 136"
120,2001,8,136,16,17,288.286,0.1247,NA,NA,1,"1 136"
120,2002,8,136,16,17,441.603,0.0512,31,24,1,"1 136"
120,2003,8,136,16,17,418.887,NA,49,26,1,"1 136"
120,2004,8,136,16,17,444.205,NA,34,18,1,"1 136"
120,2005,8,136,16,17,361.167,NA,68,29,1,"1 136"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,137,1,1,72.692,0.4652,308,36,1,"1 137"
120,1997,8,137,1,1,176.825,0.6792,182,78,1,"1 137"
120,1998,8,137,1,1,456.425,0.3266,146,55,1,"1 137"
120,1999,8,137,1,1,186.508,0.429,383,71,1,"1 137"
120,2000,8,137,1,1,348.054,0.2134,128,42,1,"1 137"
120,2001,8,137,1,1,199.742,0.2147,NA,NA,1,"1 137"
120,2002,8,137,1,1,441.407,0.1911,35,23,1,"1 137"
120,2003,8,137,1,1,622.365,NA,NA,1,1,"1 137"
120,2004,8,137,1,1,376.692,NA,48,23,1,"1 137"
120,2005,8,137,1,1,371.11,NA,59,27,1,"1 137"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,138,4,4,228.317,0.4444,190,57,1,"1 138"
120,1997,8,138,4,4,237.175,0.2359,334,117,1,"1 138"
120,1998,8,138,4,4,202.883,0.3782,165,65,1,"1 138"
120,1999,8,138,4,4,179.983,0.3001,132,51,1,"1 138"
120,2000,8,138,4,4,200.404,0.19585,67,34,1,"1 138"
120,2001,8,138,4,4,189.316,0.0741,NA,NA,1,"1 138"
120,2002,8,138,4,4,352.098,0.1048,54,23,1,"1 138"
120,2003,8,138,4,4,232.283,NA,NA,1,1,"1 138"
120,2004,8,138,4,4,243.7,NA,10,6,1,"1 138"
120,2005,8,138,4,4,169.616,NA,19,13,1,"1 138"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,139,4,4,323.017,0.7848,196,63,1,"1 139"
120,1997,8,139,4,4,334,0.1716,261,92,1,"1 139"
120,1998,8,139,4,4,399.375,0.3346,186,66,1,"1 139"
120,1999,8,139,4,4,278.958,0.2336,224,70,1,"1 139"
120,2000,8,139,4,4,288.833,0.1878,110,40,1,"1 139"
120,2001,8,139,4,4,180.968,0.5717,NA,NA,1,"1 139"
120,2002,8,139,4,4,422.735,0.1995,31,18,1,"1 139"
120,2003,8,139,4,4,265.558,NA,29,20,1,"1 139"
120,2004,8,139,4,4,336.354,NA,34,20,1,"1 139"
120,2005,8,139,4,4,205.246,NA,55,20,1,"1 139"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,142,1,1,98.242,0.8497,237,48,1,"1 142"
120,1997,8,142,1,1,161.85,0.08,191,71,1,"1 142"
120,1998,8,142,1,1,105.075,0.2899,144,44,1,"1 142"
120,1999,8,142,1,1,58.7667,0.1072,160,45,1,"1 142"
120,2000,8,142,1,1,111.079,0.1206,122,34,1,"1 142"
120,2001,8,142,1,1,113.125,0.19175,NA,NA,1,"1 142"
120,2002,8,142,1,1,117.991,0.1116,21,17,1,"1 142"
120,2003,8,142,1,1,126.429,NA,26,12,1,"1 142"
120,2004,8,142,1,1,114.05,NA,29,13,1,"1 142"
120,2005,8,142,1,1,70.948,NA,38,15,1,"1 142"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,146,8,9,262.892,0.2635,92,40,1,"1 146"
120,1997,8,146,8,9,270.15,0.0963,225,99,1,"1 146"
120,1998,8,146,8,9,396.167,0.0546,83,39,1,"1 146"
120,1999,8,146,8,9,189.125,0.0561,132,53,1,"1 146"
120,2000,8,146,8,9,265.175,0.0457,123,28,1,"1 146"
120,2001,8,146,8,9,270.25,0.1053,NA,NA,1,"1 146"
120,2002,8,146,8,9,344.735,0,32,19,1,"1 146"
120,2003,8,146,8,9,238.755,NA,NA,1,1,"1 146"
120,2004,8,146,8,9,200.937,NA,32,15,1,"1 146"
